mode,seed,K,rho,target_mode,steps,k_opt_mean,k_opt_var,sigma_min_Ag,kappa_Ag_mean,localness_mean,slack_max,slack_mean,kkt_res_max,eq_res_max,solver_fail_rate,rmse_ee,err_p95,err_max,err_final,success,tracking_rmse,tracking_phase_lag_steps,tracking_phase_lag_rad,tracking_phase_corr,tracking_amp_ratio,effort_sum_sq,jerk_sum_sq,jerk_max,u_violation_rate,total_cost,ISE,IAE,solve_ms_mean,solve_ms_total,npz_path
adaptive_rho,0,40,0.6,circle,200,153.4,18892.44,2.6448604973676765e-07,1492009.2259131265,1.6340311858541572,0.0230937347381217,0.0004981135061356026,20049781.433668986,7.584654327456386e-05,0.04,0.05978549171671071,0.13533343327913944,0.17058678857325565,0.025368645143985544,0,0.05978549171671071,66.0,6.6000000000000005,0.6135600871040423,2.0914413336342084,8.117014694122743,19.824703675077913,1.1999210797963749,0.005,0.03338811528595556,8.521096025937854e-06,1.095499925317672e-05,416.4938710007118,83298.77420014236,logs/reacher/circle_case_seed0_omega010/adaptive_rho06\run_adaptive_rho_circle_K040_rho0.6_Kmin40_Kmax320_Kstep1_gmin1e-06_seed000.npz
