rho,runs,median_sigma_min_Ag,median_kappa_Ag,median_localness,median_slack_max,median_kkt_max,median_rmse_ee,success_rate,median_total_cost,median_jerk_sum_sq,median_solve_ms,median_k_opt_mean
0.6,1,2.6448604973676765e-07,1492009.2259131265,1.6340311858541572,0.0230937347381217,20049781.433668986,0.05978549171671071,0.0,0.03338811528595556,19.824703675077913,416.4938710007118,153.4
