mode,seed,K,rho,target_mode,steps,k_opt_mean,k_opt_var,sigma_min_Ag,kappa_Ag_mean,localness_mean,slack_max,slack_mean,kkt_res_max,eq_res_max,solver_fail_rate,rmse_ee,err_p95,err_max,err_final,success,tracking_rmse,tracking_phase_lag_steps,tracking_phase_lag_rad,tracking_phase_corr,tracking_amp_ratio,effort_sum_sq,jerk_sum_sq,jerk_max,u_violation_rate,total_cost,ISE,IAE,solve_ms_mean,solve_ms_total,npz_path
fixed_k,0,40,0.005,circle,200,40.0,0.0,0.00036484855185589185,10287.944517751646,1.4059800197230956,0.012129601328515616,0.0005061955599893926,20049975.66597617,3.23371708312136e-05,0.045,0.09867936080647076,0.15254413783184867,0.1637888032326603,0.11218164806804105,0,0.09867936080647076,12.0,1.2000000000000002,0.34123858316329936,2.8410612417292165,9.914168928874885,23.055521259301177,1.0575390579448927,0.005,0.08339302373515928,1.7871989074448735e-05,2.2705910136524272e-05,140.80174650298432,28160.349300596863,logs/reacher/circle_case_seed0_omega010_r003/fixed_k40\run_fixed_k_circle_K040_rho0.005_Kmin40_Kmax40_Kstep1_gmin1e-06_seed000.npz
