mode,seed,K,rho,measurement_noise_std,steps,k_opt_mean,k_opt_var,sigma_min_Ag,kappa_Ag_mean,localness_mean,slack_max,slack_mean,kkt_res_max,eq_res_max,solver_fail_rate,rmse_ee,err_p95,err_max,err_final,success,effort_sum_sq,jerk_sum_sq,jerk_max,u_violation_rate,total_cost,ISE,IAE,solve_ms_mean,solve_ms_total,npz_path
adaptive_rho,0,50,0.3,0.005,600,200.0,0.0,1.7154105014817085e-07,2008647.2581972664,2.763672508888687,0.019326862510276127,0.0054219538108872785,20049999.817099836,1.4239507217939943e-05,0.0,0.029891242986092303,0.05042660765537645,0.18933254054304896,0.021289377907174303,1,143.97889970940554,375.9107017882095,1.4142159728798838,0.19166666666666668,0.04614452703622375,1.1954597886536827e-05,1.5304790772347368e-05,1130.3342366680347,678200.5420008209,logs/reacher_cdc_adaptive_k_noise\run_adaptive_rho_K050_rho0.3_noise0.005_Kmin50_Kmax200_Kstep1_gmin1e-06_seed000.npz
adaptive_rho,1,50,0.3,0.005,600,200.0,0.0,2.630857068115694e-07,2043561.8585153925,2.7380068683691685,0.025192625551122755,0.005861424066111274,20056837.344250064,1.7246512686495726e-05,0.0,0.02780228007284132,0.04683157266199207,0.1845795350613701,0.008157226645370665,1,148.0478277992897,390.92876336294285,1.4142145776548034,0.22333333333333333,0.04296311843379699,9.634171142826722e-06,1.2319487310360411e-05,1214.1347343314555,728480.8405988733,logs/reacher_cdc_adaptive_k_noise\run_adaptive_rho_K050_rho0.3_noise0.005_Kmin50_Kmax200_Kstep1_gmin1e-06_seed001.npz
adaptive_rho,2,50,0.3,0.005,600,200.0,0.0,1.5848014219331683e-07,1820941.274019897,2.803872696152633,0.02288579943496516,0.005136619411527469,20054497.30057452,5.609409510159458e-05,0.0033333333333333335,0.0295023229837223,0.04134241143109243,0.1965072841060796,0.03874609839172808,1,147.44568551591874,393.53945313533256,1.4142118221725093,0.20833333333333334,0.04697293788503624,1.1599438166140175e-05,1.4642752906870252e-05,1184.6756183319183,710805.3709991509,logs/reacher_cdc_adaptive_k_noise\run_adaptive_rho_K050_rho0.3_noise0.005_Kmin50_Kmax200_Kstep1_gmin1e-06_seed002.npz
adaptive_rho,3,50,0.3,0.005,600,200.0,0.0,1.653171878925852e-07,1882351.3839170304,2.732543385356638,0.02519792918521427,0.005176451005952677,20056053.115996465,2.6791966557190383e-05,0.005,0.03210902748659689,0.045391065368620837,0.2006017689611975,0.02221144279608147,1,140.78417889879637,360.72674001072346,1.4142220385850717,0.2,0.04999901365848377,1.3324461764995283e-05,1.7088718879111275e-05,1162.35705883378,697414.235300268,logs/reacher_cdc_adaptive_k_noise\run_adaptive_rho_K050_rho0.3_noise0.005_Kmin50_Kmax200_Kstep1_gmin1e-06_seed003.npz
adaptive_rho,4,50,0.3,0.005,600,200.0,0.0,1.5843955182861077e-07,2099877.8403719435,2.724094398498392,0.0195652006937064,0.005547604791560202,20051115.498055443,3.588857557424665e-05,0.0,0.028246633754776495,0.04496208718601292,0.18075376050906805,0.010120953431767048,1,144.4807449265911,381.03373626105537,1.4142058978211995,0.21333333333333335,0.04342004945757644,1.0557180140911498e-05,1.3625964335738495e-05,1156.052723834,693631.6343004,logs/reacher_cdc_adaptive_k_noise\run_adaptive_rho_K050_rho0.3_noise0.005_Kmin50_Kmax200_Kstep1_gmin1e-06_seed004.npz
adaptive_rho,0,50,0.6,0.005,600,200.0,0.0,1.7154105014817085e-07,2005515.7368646853,2.750634548462839,0.022855334685668475,0.005407622665513614,20049999.817099836,1.6933084489407673e-05,0.0016666666666666668,0.02874898584356296,0.04308963228656223,0.18933254054304896,0.013115620812346832,1,145.63372750453817,388.0156478113289,1.4142154715326716,0.20666666666666667,0.044531740496828294,1.1081917517691158e-05,1.4165024672645172e-05,1172.5885021644838,703553.1012986903,logs/reacher_cdc_adaptive_k_noise\run_adaptive_rho_K050_rho0.6_noise0.005_Kmin50_Kmax200_Kstep1_gmin1e-06_seed000.npz
adaptive_rho,1,50,0.6,0.005,600,200.0,0.0,2.630857068115694e-07,1872276.7695535708,2.766794203478736,0.01986865043349839,0.0054656198937212755,20056837.344250064,4.436864634576839e-05,0.0033333333333333335,0.03033659418245136,0.04683157266199207,0.1845795350613701,0.011703731907144264,1,142.6089008633465,373.03170113358516,1.4142429223265662,0.19833333333333333,0.04834351362664048,1.218435997524564e-05,1.5463007408437475e-05,1183.815353999089,710289.2123994534,logs/reacher_cdc_adaptive_k_noise\run_adaptive_rho_K050_rho0.6_noise0.005_Kmin50_Kmax200_Kstep1_gmin1e-06_seed001.npz
adaptive_rho,2,50,0.6,0.005,600,200.0,0.0,1.5848014219331683e-07,2157155.3935354035,2.7942987485759554,0.021717187410667027,0.005656187634724581,20055492.439028732,3.456692186331996e-05,0.0033333333333333335,0.031897940445605406,0.06574769285082671,0.1965072841060796,0.015454990013925305,1,147.77441991460992,376.1507117979835,1.4142244673192055,0.225,0.050214692535680394,1.2021737252088752e-05,1.5533577912843504e-05,1175.9565028334812,705573.9017000888,logs/reacher_cdc_adaptive_k_noise\run_adaptive_rho_K050_rho0.6_noise0.005_Kmin50_Kmax200_Kstep1_gmin1e-06_seed002.npz
adaptive_rho,3,50,0.6,0.005,600,200.0,0.0,1.653171878925852e-07,2138545.9836178757,2.8083999844424308,0.02233626562066227,0.005385705720066905,20056015.41119314,8.217355824764826e-05,0.005,0.029058534952874294,0.04586030687897453,0.2006017689611975,0.019689428603140782,1,155.90595053829898,405.24068305616254,1.4142312677146294,0.245,0.046246195998308245,9.828685261825613e-06,1.263043055307364e-05,1184.788421334427,710873.0528006563,logs/reacher_cdc_adaptive_k_noise\run_adaptive_rho_K050_rho0.6_noise0.005_Kmin50_Kmax200_Kstep1_gmin1e-06_seed003.npz
adaptive_rho,4,50,0.6,0.005,600,200.0,0.0,1.5843955182861077e-07,2107288.5032608574,2.7582182005386593,0.025968731511883898,0.005557347325672947,20051115.498055443,4.958786810418939e-05,0.0016666666666666668,0.028531762697447997,0.04496208718601292,0.18075376050906805,0.01111281856783153,1,140.786995246655,365.97908648825455,1.4142058603168148,0.18666666666666668,0.045283701598100246,1.0620915080244447e-05,1.380014952124658e-05,1180.3161514997676,708189.6908998606,logs/reacher_cdc_adaptive_k_noise\run_adaptive_rho_K050_rho0.6_noise0.005_Kmin50_Kmax200_Kstep1_gmin1e-06_seed004.npz
adaptive_rho,0,50,0.9,0.005,600,200.0,0.0,1.7154105014817085e-07,2046629.4540760033,2.76517817896416,0.022855334685668475,0.005489047185324964,20049999.817099836,1.6933084489407673e-05,0.0016666666666666668,0.028873704764079088,0.04308963228656223,0.18933254054304896,0.008907094411964767,1,147.2573929038115,395.76996449072556,1.4142154715326716,0.21666666666666667,0.04512214382492084,1.1286077311708988e-05,1.4325349703997894e-05,1184.0567280012572,710434.0368007543,logs/reacher_cdc_adaptive_k_noise\run_adaptive_rho_K050_rho0.9_noise0.005_Kmin50_Kmax200_Kstep1_gmin1e-06_seed000.npz
adaptive_rho,1,50,0.9,0.005,600,200.0,0.0,2.630857068115694e-07,1903057.8018022152,2.659965669271491,0.02324636213053933,0.005701074888324443,20056837.344250064,3.3699545780696215e-05,0.0033333333333333335,0.028527652916849378,0.04661502849835904,0.1845795350613701,0.008121077234702309,1,146.9551735686904,399.2356553964545,1.4142221329979927,0.2,0.042162143205510365,1.0693278567732232e-05,1.369697532865257e-05,1158.9482523333088,695368.9513999852,logs/reacher_cdc_adaptive_k_noise\run_adaptive_rho_K050_rho0.9_noise0.005_Kmin50_Kmax200_Kstep1_gmin1e-06_seed001.npz
adaptive_rho,2,50,0.9,0.005,600,200.0,0.0,1.5848014219331683e-07,1968073.2907391603,2.734211095549702,0.0225220891633618,0.005247336516114806,20055492.439028732,2.2228378004310624e-05,0.0,0.03304789718973292,0.06574769285082671,0.1965072841060796,0.027370292104933573,1,146.07613459647257,376.6765892525601,1.4142202894501055,0.22666666666666666,0.051041533542975706,1.3242866849040556e-05,1.691811650167201e-05,1096.387446501758,657832.4679010548,logs/reacher_cdc_adaptive_k_noise\run_adaptive_rho_K050_rho0.9_noise0.005_Kmin50_Kmax200_Kstep1_gmin1e-06_seed002.npz
adaptive_rho,3,50,0.9,0.005,600,200.0,0.0,1.653171878925852e-07,2069861.8248601996,2.7521738859244254,0.025064520356694896,0.005236171753354632,20056015.41119314,8.217355824764826e-05,0.005,0.029231018331383855,0.04586030687897453,0.2006017689611975,0.013219440320406253,1,149.63495853467234,391.15395214623163,1.4142059850432278,0.21,0.04507557474171829,9.855265390168534e-06,1.2640848844221087e-05,1127.6672735007985,676600.364100479,logs/reacher_cdc_adaptive_k_noise\run_adaptive_rho_K050_rho0.9_noise0.005_Kmin50_Kmax200_Kstep1_gmin1e-06_seed003.npz
adaptive_rho,4,50,0.9,0.005,600,200.0,0.0,1.5843955182861077e-07,1992091.121367865,2.6973763252346417,0.026397641306949018,0.00529397856175385,20053647.66839826,1.9643668493259173e-05,0.0016666666666666668,0.031138613085900248,0.04496208718601292,0.18075376050906805,0.000971595246974403,0,134.65280630967789,352.85065487369513,1.414215733304349,0.19333333333333333,0.04769135804847986,1.3634109199234257e-05,1.7257120042843115e-05,1104.9726684989098,662983.6010993458,logs/reacher_cdc_adaptive_k_noise\run_adaptive_rho_K050_rho0.9_noise0.005_Kmin50_Kmax200_Kstep1_gmin1e-06_seed004.npz
