measurement_noise_std,runs,median_total_cost,median_rmse_ee,median_sigma_min_Ag,median_slack_max,median_solve_ms,success_rate
0.005,25,0.046246195998308245,0.029479608140653483,1.653171878925852e-07,0.02274081438375028,1140.8643090012872,0.84
0.01,25,0.06349814079779072,0.03364639732670802,1.7275664706479705e-07,0.04909196379467487,1128.464849665567,0.32
