mode,seed,K,rho,target_mode,steps,k_opt_mean,k_opt_var,sigma_min_Ag,kappa_Ag_mean,localness_mean,slack_max,slack_mean,kkt_res_max,eq_res_max,solver_fail_rate,rmse_ee,err_p95,err_max,err_final,success,tracking_rmse,tracking_phase_lag_steps,tracking_phase_lag_rad,tracking_phase_corr,tracking_amp_ratio,effort_sum_sq,jerk_sum_sq,jerk_max,u_violation_rate,total_cost,ISE,IAE,solve_ms_mean,solve_ms_total,npz_path
fixed_k,0,100,0.005,circle,200,100.0,0.0,8.113798896695393e-08,6992560.798668929,1.4853613543485837,0.009264317945175179,0.00023236986258289775,20051635.476945333,3.219411652940345e-05,0.01,0.06295208162432825,0.13669196211483817,0.17100542347776432,0.031684362072309444,0,0.06295208162432825,16.0,1.6,0.5159139954924385,2.2439050002217615,0.9331465057168096,1.1215754384291192,0.2940435489324306,0.0,0.0368062267597129,8.928829006357083e-06,1.1338645304625911e-05,294.72725350235123,58945.45070047025,logs/reacher/circle_case_seed0_omega010/fixed_k100\run_fixed_k_circle_K100_rho0.005_Kmin100_Kmax100_Kstep1_gmin1e-06_seed000.npz
