rho,runs,median_sigma_min_Ag,median_kappa_Ag,median_localness,median_slack_max,median_kkt_max,median_rmse_ee,success_rate,median_total_cost,median_jerk_sum_sq,median_solve_ms,median_k_opt_mean
0.1,10,2.7176759665532564e-07,2674940.6814795528,1.6110583903426523,0.0004746527519199873,20051214.721746683,0.042884343811269536,1.0,0.018512568385110388,0.5443541737825539,754.7337599990715,320.0
0.2,10,2.7176759665532564e-07,2678061.079181014,1.6111790657200211,0.00046882787082048593,20051214.721746683,0.04285299065967736,1.0,0.018500910110191334,0.4963391242935301,743.826285746909,320.0
0.3,10,2.7176759665532564e-07,2677609.5521919345,1.6104904949964358,0.00046882787082048593,20051214.721746683,0.04288249806477592,1.0,0.01851164551602665,0.5017654291580689,618.8832347482094,320.0
0.4,10,2.7176759665532564e-07,2678701.3138540704,1.6108555864901617,0.00046882787082048593,20051214.721746683,0.04288380721419458,1.0,0.018512304038479963,0.5017718253056873,622.0415914991463,320.0
0.5,10,2.7176759665532564e-07,2678390.2079570363,1.610912771184737,0.00046882787082048593,20051214.721746683,0.0428830378815941,1.0,0.018511940253876015,0.5017735507592691,626.3309799988929,320.0
0.6,10,2.7176759665532564e-07,2678493.6263042632,1.6109342317876885,0.00046882787082048593,20051214.721746683,0.04288301905537727,1.0,0.018511910401796863,0.5017719877647933,634.6358600002714,320.0
0.7,10,2.7176759665532564e-07,2678557.17502121,1.61092697901784,0.00046882787082048593,20051214.721746683,0.042883005622482054,1.0,0.01851192927444039,0.5017865869444332,639.8253952502273,320.0
0.8,10,2.7176759665532564e-07,2679280.0352503546,1.610898620254339,0.00046882787082048593,20051214.721746683,0.04288030705407826,1.0,0.01851069160870969,0.5017815114378297,576.5311312481936,320.0
0.9,10,2.7176759665532564e-07,2679033.3726719087,1.6109209001042966,0.00046882787082048593,20051214.721746683,0.04288303879683589,1.0,0.018511951688211396,0.5017780370564674,580.0323147496965,320.0
1.0,10,2.7176759665532564e-07,2678752.272767111,1.6108784071796935,0.00046882787082048593,20051214.721746683,0.04287822421765372,1.0,0.018509672565902205,0.5017690991702846,582.6987437506614,320.0
