measurement_noise_std,runs,median_total_cost,median_rmse_ee,median_sigma_min_Ag,median_slack_max,median_solve_ms,success_rate
0.005,95,0.05645272407183038,0.033732491069521864,1.2298721083284073e-07,0.025200372695399327,466.1356549996223,0.42105263157894735
0.01,95,0.08230333150735583,0.04056779942100796,1.2227597484123867e-07,0.050210790643137666,497.5261098323972,0.10526315789473684
