mode,seed,K,rho,steps,k_opt_mean,k_opt_var,sigma_min_Ag,kappa_Ag_mean,localness_mean,slack_max,slack_mean,kkt_res_max,eq_res_max,solver_fail_rate,rmse_ee,err_p95,err_max,err_final,success,effort_sum_sq,jerk_sum_sq,jerk_max,u_violation_rate,total_cost,ISE,IAE,solve_ms_mean,solve_ms_total,npz_path
adaptive_rho,0,20,0.1,200,20.0,0.0,0.07278009936338302,94.37662249027882,1.6783675053567806,0.06707026746952086,0.003045719407962324,20059286.862106707,0.00012836125619364682,0.075,0.13398896057852985,0.1827183485304648,0.1909838144553672,0.07951465805082443,0,27.766050813250427,75.39195994776931,1.3066307232572065,0.055,0.15063150095585476,2.621565890264235e-05,3.443824233962365e-05,81.73714749864303,16347.429499728605,logs/reacher_cdc_adapt_rho_sweep\run_adaptive_rho_K020_rho0.1_Kmin20_Kmax320_Kstep1_gmin1e-06_seed000.npz
adaptive_rho,1,20,0.1,200,20.0,0.0,0.054002204225293976,90.56585639304708,1.9451313764935616,2.788701222613793,0.020901865554313014,20057217.601592086,0.0003055630273587136,0.05,0.09897826001048479,0.16110613673722643,0.18508329007727697,0.11560526621216016,0,28.22087350407846,67.72399205434665,1.4141613885751914,0.11,0.08832079281694093,1.896299524821499e-05,2.31040140993494e-05,83.87475499737775,16774.95099947555,logs/reacher_cdc_adapt_rho_sweep\run_adaptive_rho_K020_rho0.1_Kmin20_Kmax320_Kstep1_gmin1e-06_seed001.npz
adaptive_rho,2,20,0.1,200,20.0,0.0,0.0781083300847758,95.85463092063179,1.7137501846180323,0.7888655491937857,0.009790897482652411,20059926.608395725,0.00015681641777543813,0.07,0.1069352093940355,0.16159097781008616,0.1965072841060796,0.012600694399994776,0,28.37855601808084,78.26542122574554,1.3557985374892367,0.125,0.09878060859780909,1.930628880460819e-05,2.4200089531231077e-05,81.55120500072371,16310.241000144742,logs/reacher_cdc_adapt_rho_sweep\run_adaptive_rho_K020_rho0.1_Kmin20_Kmax320_Kstep1_gmin1e-06_seed002.npz
adaptive_rho,3,20,0.1,200,20.0,0.0,0.06560160516027391,93.38075188198755,1.7117842122877465,0.30901973921558823,0.009834521147171527,20098560.280392647,0.00011109224345657601,0.115,0.15698725717307618,0.20665390985757692,0.20838994865883428,0.120168263980238,0,22.024394898825655,58.09592020971067,1.4144547669323462,0.085,0.20574845093755487,3.040721400263897e-05,3.922635399747999e-05,83.7826964983833,16756.53929967666,logs/reacher_cdc_adapt_rho_sweep\run_adaptive_rho_K020_rho0.1_Kmin20_Kmax320_Kstep1_gmin1e-06_seed003.npz
adaptive_rho,4,20,0.1,200,20.0,0.0,0.0695269239276218,90.19373317992489,1.407355614854757,0.021187228655897297,0.0016050489008362287,20056819.050302926,6.955837180132614e-05,0.11,0.10990902505717146,0.14147594724301432,0.18075376050906805,0.07893146990301848,0,17.200760807127473,45.614079265319944,1.3626919096345538,0.025,0.10113629237323281,2.1695172891416134e-05,2.7329943801183042e-05,85.73708649928449,17147.417299856897,logs/reacher_cdc_adapt_rho_sweep\run_adaptive_rho_K020_rho0.1_Kmin20_Kmax320_Kstep1_gmin1e-06_seed004.npz
adaptive_rho,0,20,0.2,200,20.0,0.0,0.07278009936338302,94.37662249027882,1.6783675053567806,0.06707026746952086,0.003045719407962324,20059286.862106707,0.00012836125619364682,0.075,0.13398896057852985,0.1827183485304648,0.1909838144553672,0.07951465805082443,0,27.766050813250427,75.39195994776931,1.3066307232572065,0.055,0.15063150095585476,2.621565890264235e-05,3.443824233962365e-05,88.47403649939224,17694.80729987845,logs/reacher_cdc_adapt_rho_sweep\run_adaptive_rho_K020_rho0.2_Kmin20_Kmax320_Kstep1_gmin1e-06_seed000.npz
adaptive_rho,1,20,0.2,200,20.0,0.0,0.054002204225293976,90.56585639304708,1.9451313764935616,2.788701222613793,0.020901865554313014,20057217.601592086,0.0003055630273587136,0.05,0.09897826001048479,0.16110613673722643,0.18508329007727697,0.11560526621216016,0,28.22087350407846,67.72399205434665,1.4141613885751914,0.11,0.08832079281694093,1.896299524821499e-05,2.31040140993494e-05,90.92609599872958,18185.219199745916,logs/reacher_cdc_adapt_rho_sweep\run_adaptive_rho_K020_rho0.2_Kmin20_Kmax320_Kstep1_gmin1e-06_seed001.npz
adaptive_rho,2,20,0.2,200,20.0,0.0,0.0781083300847758,95.85463092063179,1.7137501846180323,0.7888655491937857,0.009790897482652411,20059926.608395725,0.00015681641777543813,0.07,0.1069352093940355,0.16159097781008616,0.1965072841060796,0.012600694399994776,0,28.37855601808084,78.26542122574554,1.3557985374892367,0.125,0.09878060859780909,1.930628880460819e-05,2.4200089531231077e-05,83.97323349956423,16794.646699912846,logs/reacher_cdc_adapt_rho_sweep\run_adaptive_rho_K020_rho0.2_Kmin20_Kmax320_Kstep1_gmin1e-06_seed002.npz
adaptive_rho,3,20,0.2,200,20.0,0.0,0.06560160516027391,93.38075188198755,1.7117842122877465,0.30901973921558823,0.009834521147171527,20098560.280392647,0.00011109224345657601,0.115,0.15698725717307618,0.20665390985757692,0.20838994865883428,0.120168263980238,0,22.024394898825655,58.09592020971067,1.4144547669323462,0.085,0.20574845093755487,3.040721400263897e-05,3.922635399747999e-05,81.65472050051903,16330.944100103807,logs/reacher_cdc_adapt_rho_sweep\run_adaptive_rho_K020_rho0.2_Kmin20_Kmax320_Kstep1_gmin1e-06_seed003.npz
adaptive_rho,4,20,0.2,200,20.0,0.0,0.0695269239276218,90.19373317992489,1.407355614854757,0.021187228655897297,0.0016050489008362287,20056819.050302926,6.955837180132614e-05,0.11,0.10990902505717146,0.14147594724301432,0.18075376050906805,0.07893146990301848,0,17.200760807127473,45.614079265319944,1.3626919096345538,0.025,0.10113629237323281,2.1695172891416134e-05,2.7329943801183042e-05,85.36695200047689,17073.390400095377,logs/reacher_cdc_adapt_rho_sweep\run_adaptive_rho_K020_rho0.2_Kmin20_Kmax320_Kstep1_gmin1e-06_seed004.npz
