rho,runs,median_sigma_min_Ag,median_kappa_Ag,median_localness,median_slack_max,median_kkt_max,median_rmse_ee,success_rate,median_total_cost,median_jerk_sum_sq,median_solve_ms,median_k_opt_mean
0.1,10,0.06893683123734323,93.24034311128476,1.5279299586280315,0.30053634764311327,20058403.219567,0.10976605708977188,0.0,0.1009422635564069,50.89154801271184,90.87918249992072,20.0
0.2,10,0.06280009701197892,96.81837946636301,1.591565378196018,0.0504247616291331,20057590.4225514,0.10860802535805944,0.0,0.09977373088583497,50.04187034364689,92.05698000034317,20.0
0.3,10,0.0711535116455024,93.69116055475268,1.516054638014969,0.19271237035788003,20057590.4225514,0.1106015125514437,0.0,0.10402352268179954,49.60924161851124,85.54294325018418,20.0
0.4,10,0.06893683123734323,93.95724773747216,1.5218487644394216,0.26194347315012645,20058456.81137026,0.10914095712971802,0.0,0.09991878916160837,49.11652381476047,86.48103249928681,20.0
0.5,10,0.06886059619934756,94.67793594041962,1.5516254327248489,0.17956161177007957,20057590.4225514,0.10916012947885526,0.0,0.1028322708186171,57.306185358829424,86.3886609984911,20.0
0.6,10,0.06893683123734323,93.72651478932363,1.5352423638763324,0.17956161177007957,20057590.4225514,0.10976605708977188,0.0,0.1009422635564069,51.85499973751531,86.29716974915937,20.0
0.7,10,0.06580110437826228,94.36454932139682,1.5665766235456535,0.18503484477128662,20058456.81137026,0.11045854458404412,0.0,0.10382949386497363,57.52741237437434,85.86064374918351,20.0
0.8,10,0.07045972940236792,96.79695982064072,1.4802892304455524,0.11795562585356394,20059606.735251218,0.1133221245192377,0.0,0.10927298723521192,49.62202965233854,86.76679874857655,20.0
0.9,10,0.07379535513822987,93.19322525060706,1.4989602824498696,0.17956161177007957,20057590.4225514,0.11045854458404412,0.0,0.10382949386497363,50.91239091913355,85.8213327487465,20.0
1.0,10,0.06893683123734323,93.87868718613319,1.6736673492224172,0.42063791236716974,20059352.01463961,0.1107479365485183,0.0,0.10445922754077734,53.646688921488845,86.52759150136262,20.0
