trial_id,N_loc,sigma_bar,success,rmse_ee,total_cost,solve_time_mean_ms,solve_time_p95_ms,slack_inf_max,slack_inf_mean,local_gate_fail,cond_gate_fail,Kopt_mean,Kopt_p95
29,500,0.4,1,0.06710637680616714,0.07519033423159448,312.6816259959014,534.9621699366253,0.0010983325149213886,0.00011834471297688477,3,0,154.18,172.0
30,500,0.45,1,0.050387105827542245,0.04369866242671502,296.7724140029168,431.97089004679566,0.0006601364933178433,0.00010860539716056145,4,0,176.2925,188.04999999999995
31,500,0.5,1,0.06862306897231171,0.07830081383178218,295.50752425042447,453.46697994973454,0.0007979433751980299,0.00010981442820394949,2,0,201.565,229.0
32,500,0.55,1,0.05107060203921516,0.04455463077225071,329.85631525167264,635.3251150168944,0.006025446153162655,0.0001719710977069164,3,0,226.8725,247.0
33,500,0.6,1,0.059213106005791764,0.058891282588439786,320.71588150341995,681.4884499763137,0.005325328121663746,0.0001593590228898945,3,0,256.3375,293.04999999999995
34,500,0.65,1,0.059147630726531925,0.05868232619356163,268.0702947487589,622.1236850367859,0.0030853669270668655,0.0001109685517556347,4,0,284.5,331.0
35,500,0.7,1,0.0614866218135295,0.06311153701792334,281.87764925387455,664.541014964925,0.005627954242746317,0.00014068784679812114,3,0,315.5525,356.04999999999995
36,500,0.8,1,0.0578030667360584,0.05610008306722592,292.1922499957145,919.5743250311351,0.010931684945132485,0.0003370317528459998,3,0,384.435,467.14999999999986
37,500,1.0,1,0.07182265887719799,0.08485335698728903,81.9131842526258,148.4560699900612,0.0004930351507083841,0.0001240907267765003,2,1,580.0575719649562,736.1999999999998
38,500,2.0,1,0.04117701670665254,0.03031727675094635,220.91213399806293,326.5552699740508,0.0006775484769913904,0.00010537299752059612,2,398,198.2636815920398,180.0
39,500,5.0,1,0.04750127222875112,0.03955619744195596,219.175852247281,325.2771849802222,0.005316449163012334,0.00011983258686147222,4,400,180.0,180.0
