mode,seed,K,rho,target_mode,steps,k_opt_mean,k_opt_var,sigma_min_Ag,kappa_Ag_mean,localness_mean,slack_max,slack_mean,kkt_res_max,eq_res_max,solver_fail_rate,rmse_ee,err_p95,err_max,err_final,success,effort_sum_sq,jerk_sum_sq,jerk_max,u_violation_rate,total_cost,ISE,IAE,solve_ms_mean,solve_ms_total,npz_path
fixed_k,0,40,0.005,circle,200,40.0,0.0,0.0001953995393781737,13145.803438944467,1.4427203592440148,0.042785301471439406,0.000801070244931221,20052868.958028547,0.0001072871271253683,0.055,0.09234028232877457,0.14104807707638906,0.17090251994088948,0.010671653902844016,0,8.146772616478321,19.369737519791347,1.3061381538193302,0.015,0.07397185221933227,1.5024025741507896e-05,1.9302000939716088e-05,145.63814399880357,29127.628799760714,logs/reacher/circle_case_seed0/fixed_k40\run_fixed_k_circle_K040_rho0.005_Kmin40_Kmax40_Kstep1_gmin1e-06_seed000.npz
