K,runs,median_sigma_min_Ag,median_kappa_Ag,median_localness,median_slack_max,median_kkt_max,median_rmse_ee,success_rate,median_total_cost,median_jerk_sum_sq,median_solve_ms,median_k_opt_mean
40.0,1,0.0001953995393781737,13145.803438944467,1.4427203592440148,0.042785301471439406,20052868.958028547,0.09234028232877457,0.0,0.07397185221933227,19.369737519791347,145.63814399880357,40.0
