rho,runs,median_sigma_inf_max,median_sigma_inf_mean,median_k_opt,median_total_cost,median_mean_solve_time_ms,median_total_solve_time_ms
0.004,10,4.868985445176892,1.1637225699408287,40.0,28824332.23745238,215.43841174905538,40653.916800016304
