sigma_y,seed,method,K,success,success_reached,fall_down,time_to_upright,fail_step,upright_fraction,longest_upright_streak,fail_practical,infeasible_step_rate,fallback_episode,avg_solve_time,mean_K_used,max_K_used,mean_lambda_min,mean_tau,mean_d90,mean_C_size
0.08,18,fixedK40,40,0,1,1,19,276,0.8933333333333333,268,1,1.0,1.0,0.14234982249669278,40.0,40.0,0.9118963668141137,nan,nan,nan
0.08,18,unified_a001,40,0,1,1,19,197,0.6066666666666667,166,1,1.0,1.0,0.15150882027997492,47.263333333333335,77.0,3.0146970219811275,22.914191679999796,67.29749659941015,577.0
0.08,19,fixedK40,40,0,1,1,19,275,0.87,239,1,1.0,1.0,0.1402466319166888,40.0,40.0,1.817912258095101,nan,nan,nan
0.08,19,unified_a001,40,0,1,1,19,180,0.6166666666666667,98,1,1.0,1.0,0.14431875527662366,44.42666666666667,78.0,3.0336273357585126,20.48191757955503,66.29552391464786,577.0
0.08,20,fixedK40,40,1,1,0,19,-1,0.9366666666666666,201,1,1.0,1.0,0.13782471847667088,40.0,40.0,1.12330005748227,nan,nan,nan
0.08,20,unified_a001,40,1,1,0,101,-1,0.7633333333333333,218,1,1.0,1.0,0.1281679187566624,44.67,82.0,2.4132890855036364,15.294523179160663,65.62538688378018,577.0
0.08,21,fixedK40,40,1,1,0,19,-1,0.9033333333333333,138,1,1.0,1.0,0.1273497929333098,40.0,40.0,1.7513543407335606,nan,nan,nan
0.08,21,unified_a001,40,0,1,1,19,87,0.6,81,1,1.0,1.0,0.12605284346334278,43.63,83.0,3.0576399546081543,19.676286995924087,67.56401811185276,577.0
0.08,22,fixedK40,40,0,1,1,19,87,0.5843373493975904,80,1,1.0,1.0,0.1175694186867219,40.0,40.0,2.7783696344159905,nan,nan,nan
0.08,22,unified_a001,40,0,1,1,19,229,0.7766666666666666,219,1,1.0,1.0,0.13681034389664395,46.57666666666667,89.0,1.5837362686158263,14.175059798236768,63.62052966242632,577.0
0.08,23,fixedK40,40,1,1,0,19,-1,0.98,294,1,1.0,1.0,0.13192157754000314,40.0,40.0,0.6281872540912261,nan,nan,nan
0.08,23,unified_a001,40,0,1,1,19,191,0.6266666666666667,181,1,1.0,1.0,0.1332150303999879,46.71666666666667,80.0,2.81716039271055,20.73805949742369,68.10099584815366,577.0
0.08,24,fixedK40,40,1,1,0,19,-1,0.9066666666666666,250,1,1.0,1.0,0.13081224499331862,40.0,40.0,1.402083222365585,nan,nan,nan
0.08,24,unified_a001,40,0,1,1,19,186,0.6233333333333333,176,1,1.0,1.0,0.1452260428900172,48.19,76.0,3.0719075386115713,21.510718072572168,66.66134408706229,577.0
0.08,25,fixedK40,40,0,1,1,19,191,0.6233333333333333,183,1,1.0,1.0,0.12100756834663419,40.0,40.0,2.871989635470004,nan,nan,nan
0.08,25,unified_a001,40,0,1,1,19,144,0.5733333333333334,132,1,1.0,1.0,0.17169333457668168,44.693333333333335,90.0,2.3655568868129593,20.113594452714047,67.00935770361316,577.0
0.08,26,fixedK40,40,0,1,1,19,91,0.3,84,1,1.0,1.0,0.1838058090766602,40.0,40.0,4.742770856211263,nan,nan,nan
0.08,26,unified_a001,40,1,1,0,19,-1,0.8766666666666667,170,1,1.0,1.0,0.225209879703328,43.71666666666667,75.0,3.2952702293536276,17.570392405276955,62.304112384511754,577.0
0.08,27,fixedK40,40,0,1,1,19,168,0.5666666666666667,159,1,1.0,1.0,0.17865948640999704,40.0,40.0,2.336634692524066,nan,nan,nan
0.08,27,unified_a001,40,0,1,1,19,242,0.7833333333333333,235,1,1.0,1.0,0.20828402929001338,48.586666666666666,82.0,1.421761059800251,18.428200823682676,64.44864558828166,577.0
0.08,28,fixedK40,40,0,1,1,19,82,0.62,88,1,1.0,1.0,0.18326055167666405,40.0,40.0,2.7422051664737515,nan,nan,nan
0.08,28,unified_a001,40,1,1,0,19,-1,1.0,300,1,1.0,1.0,0.21577477446998578,47.95666666666666,87.0,1.0830935234432801,10.583019711241134,62.37292622565343,577.0
0.08,29,fixedK40,40,0,1,1,19,202,0.6333333333333333,179,1,1.0,1.0,0.21527109677332495,40.0,40.0,2.7655148430355254,nan,nan,nan
0.08,29,unified_a001,40,0,1,1,19,230,0.7166666666666667,201,1,1.0,1.0,0.21621850442332893,46.86333333333334,81.0,2.053504865335101,17.344109410416912,64.18669058343052,577.0
