seed,path,score,rec_rate,nseg,kjump,infdrop,kmean,k90
3,c:/Users/yelim/Desktop/paper/cdc2026/choose-wisely-paper-main\logs\reacher\adaptive_k_dir\reacher_cdc_adapt_rho_seed10_Kmin40\run_adaptive_rho_K040_rho0.3_Kmin40_Kmax320_Kstep1_gmin1e-06_seed003.npz,37.444879870129874,0.984375,64,17640.0,1.307532467532468,149.2,320.0
9,c:/Users/yelim/Desktop/paper/cdc2026/choose-wisely-paper-main\logs\reacher\adaptive_k_dir\reacher_cdc_adapt_rho_seed10_Kmin40\run_adaptive_rho_K040_rho0.3_Kmin40_Kmax320_Kstep1_gmin1e-06_seed009.npz,34.50877570738441,0.9841269841269841,63,16240.0,0.4034782608695652,138.0,320.0
2,c:/Users/yelim/Desktop/paper/cdc2026/choose-wisely-paper-main\logs\reacher\adaptive_k_dir\reacher_cdc_adapt_rho_seed10_Kmin40\run_adaptive_rho_K040_rho0.3_Kmin40_Kmax320_Kstep1_gmin1e-06_seed002.npz,33.9518252688172,0.9838709677419355,62,15960.0,0.4272222222222221,149.2,320.0
5,c:/Users/yelim/Desktop/paper/cdc2026/choose-wisely-paper-main\logs\reacher\adaptive_k_dir\reacher_cdc_adapt_rho_seed10_Kmin40\run_adaptive_rho_K040_rho0.3_Kmin40_Kmax320_Kstep1_gmin1e-06_seed005.npz,33.95,1.0,59,15960.0,0.20000000000000004,131.0,320.0
0,c:/Users/yelim/Desktop/paper/cdc2026/choose-wisely-paper-main\logs\reacher\adaptive_k_dir\reacher_cdc_adapt_rho_seed10_Kmin40\run_adaptive_rho_K040_rho0.3_Kmin40_Kmax320_Kstep1_gmin1e-06_seed000.npz,33.47575,1.0,61,15680.0,0.7716666666666667,138.0,320.0
7,c:/Users/yelim/Desktop/paper/cdc2026/choose-wisely-paper-main\logs\reacher\adaptive_k_dir\reacher_cdc_adapt_rho_seed10_Kmin40\run_adaptive_rho_K040_rho0.3_Kmin40_Kmax320_Kstep1_gmin1e-06_seed007.npz,32.87564285714286,1.0,62,15400.0,0.5042857142857142,145.0,320.0
