K,seed,t,sigma_min_Mk,solve_ms,slack_inf,status
710,3,187,0.21677235042012966,53.931700065732,0.013827567956373953,optimal
710,3,188,0.1965434983751341,53.962300065904856,0.05843754253267325,optimal
710,3,189,0.24083090397718626,49.22479996457696,0.007039831185297725,optimal
710,3,190,0.2413521455022613,52.869300125166774,0.0060078458800213105,optimal
710,3,191,0.2251985353472538,37.397699896246195,0.08008664087203571,optimal
710,3,192,0.218978446396173,62.09979997947812,0.04115575591414036,optimal
710,3,193,0.22763292030227386,86.84300002641976,0.03618610283527374,optimal_inaccurate
710,3,194,0.2071611243312753,41.6786998976022,0.051005187271288194,optimal
710,3,195,0.22627844062416325,32.55090001039207,0.26830375750103214,optimal
710,3,196,0.23214612811788937,45.18020013347268,0.22140281361999503,optimal
710,3,197,0.21791450633092416,35.691700177267194,0.4427482168641966,optimal
710,3,198,0.23059105241408379,47.79940005391836,0.32827623276591994,optimal
710,3,199,0.2328230816343353,86.436300072819,2.2607729454533043,optimal_inaccurate
710,4,0,0.20413122948377893,88.1280000321567,0.00026333204315316086,optimal_inaccurate
710,4,1,0.21317147711967352,88.64760003052652,0.00021402606478746535,optimal_inaccurate
710,4,2,0.18899920267028164,89.37980001792312,0.0015964877340668474,optimal_inaccurate
710,4,3,0.20409389555461965,89.3982001580298,0.00040535165800061664,optimal_inaccurate
710,4,4,0.19205998334009802,47.43800009600818,0.00027239943678855573,optimal
710,4,5,0.2152913617912714,75.37879981100559,0.00036285928548499956,optimal
710,4,6,0.19502945099894906,88.12500000931323,0.0004987168166397926,user_limit
710,4,7,0.19943563251785304,42.93060000054538,0.0002665959732748548,optimal
710,4,8,0.21200652621643531,87.16959995217621,0.0004776167873900379,optimal_inaccurate
710,4,9,0.19840701393159985,81.52960008010268,0.003004821908300836,optimal
710,4,10,0.23045830261624686,64.88119997084141,0.0004666632255394597,optimal
710,4,11,0.19902085272855394,59.12400013767183,0.001020580660354633,optimal
710,4,12,0.20789193699703526,81.04740013368428,0.0004643518962173917,optimal
710,4,13,0.2186482161266144,65.89660001918674,0.0015105232255365922,optimal
710,4,14,0.21620486911064304,88.67270010523498,0.002316268588376142,optimal_inaccurate
710,4,15,0.22987381479464677,60.1836999412626,0.006041469994623462,optimal
710,4,16,0.2192960349515221,89.99010012485087,0.06896377916859775,optimal_inaccurate
710,4,17,0.21834549881001952,78.9004999678582,0.008734154712047327,optimal
710,4,18,0.23597041087808188,50.707400077953935,0.02035583616127864,optimal
710,4,19,0.21880810024186342,62.59739981032908,0.037863751601202617,optimal
710,4,20,0.2097575930840709,64.95549995452166,0.011671027316524411,optimal
710,4,21,0.22525958483371913,49.22119993716478,0.05364190017782482,optimal
710,4,22,0.20456532821149648,45.4884001519531,0.00911591971975655,optimal
710,4,23,0.22135556125768008,58.316499926149845,0.0682382362800831,optimal
710,4,24,0.23145093093840574,56.098900036886334,0.02749306851209747,optimal
710,4,25,0.23163400443991192,67.45259999297559,0.0065013787004263475,optimal
710,4,26,0.2220233167670835,88.41180009767413,0.023835464627181148,optimal_inaccurate
710,4,27,0.23185045677360377,61.12329987809062,0.0005857204516004247,optimal
710,4,28,0.22268186222734457,37.299999967217445,0.042408527921133005,optimal
710,4,29,0.23703817433062008,51.008000038564205,0.0003958079710929336,optimal
710,4,30,0.22523470139459473,56.30840011872351,0.004273219069773449,optimal
710,4,31,0.24160579759226636,80.0524998921901,0.006833474227927595,optimal
710,4,32,0.21767208166389507,53.87990013696253,0.011252257924074659,optimal
710,4,33,0.20582491679956844,43.96039992570877,0.05319441463022385,optimal
710,4,34,0.21991449159404045,48.06129983626306,0.017962194691060515,optimal
710,4,35,0.21323157889034494,40.82030011340976,0.04268164085539458,optimal
710,4,36,0.2078057373400326,53.212800063192844,0.05287802709414892,optimal
710,4,37,0.22066105232913372,54.67649991624057,1.2434468733659103,optimal
710,4,38,0.21536769397580838,54.289800114929676,0.3810047142448195,optimal
710,4,39,0.20335598207945207,87.3010999057442,0.061061315148453386,optimal_inaccurate
710,4,40,0.23822063648134695,41.03010008111596,0.18241016016865508,optimal
710,4,41,0.22292058095065279,51.42090003937483,0.020486808956979206,optimal
710,4,42,0.20743205008471888,42.856100015342236,0.0055323782583859265,optimal
710,4,43,0.2281187255981129,35.913800122216344,0.04843458507766358,optimal
710,4,44,0.21958573452748764,80.00289998017251,0.03100256867553741,optimal
710,4,45,0.22699189753051985,60.657900059595704,0.0105800252779722,optimal
710,4,46,0.2132727571782944,86.63909998722374,0.016225686818704996,optimal_inaccurate
710,4,47,0.21958492301963362,48.06920001283288,0.017172900237488763,optimal
710,4,48,0.21777503305028006,71.39699999243021,0.0020771587238065355,optimal
710,4,49,0.21345222232573322,55.05630001425743,0.013806298381519675,optimal
710,4,50,0.23447395176451744,98.29829982481897,0.042891116345520314,optimal_inaccurate
710,4,51,0.22356973744179126,46.58920015208423,0.028365280260928043,optimal
710,4,52,0.22491115357847766,96.40309982933104,0.01891349681241644,optimal
710,4,53,0.213807592977743,47.55820007994771,0.0426594714607184,optimal
710,4,54,0.22502955357222432,42.390699964016676,0.0006016979123088361,optimal
710,4,55,0.19968615871498366,41.41249996609986,0.016609518677353226,optimal
710,4,56,0.2317616283031695,53.360699908807874,0.07307439297324814,optimal
710,4,57,0.2391503446186751,38.203699979931116,0.05430024777153332,optimal
710,4,58,0.2125180513275528,66.30860012955964,0.009955782010258665,optimal
710,4,59,0.22111238830765062,70.8957000169903,0.007823097697585844,optimal
710,4,60,0.2278578619777696,52.163099870085716,0.08615084380774474,optimal
710,4,61,0.2227403382767405,64.42960002459586,0.023399912646069592,optimal
710,4,62,0.20069314024359264,49.26340002566576,0.04513370438237416,optimal
710,4,63,0.2379993584348251,43.71709981933236,0.016742971544932417,optimal
710,4,64,0.20576581965174134,46.1430000141263,0.025864319496622865,optimal
710,4,65,0.23252676269889924,54.77169994264841,0.01668143833744061,optimal
710,4,66,0.2237223686392282,52.11600009351969,0.044170616984646485,optimal
710,4,67,0.2131576447895611,45.33260012976825,1.0283070671617143,optimal
710,4,68,0.21913674420029883,47.41430003196001,0.004614416392603765,optimal
710,4,69,0.2340598496044145,62.081299955025315,0.20370806388787038,optimal
710,4,70,0.2103946462610378,89.07109987922013,1.3452476984368391,optimal_inaccurate
710,4,71,0.2051655966818161,45.771499862894416,0.5029682108641653,optimal
710,4,72,0.2305932311360713,37.834699964150786,0.1293481384099857,optimal
710,4,73,0.2063690911011881,89.67569982632995,1.3697379959238878,optimal_inaccurate
710,4,74,0.22756873324361584,45.22080020979047,0.08390582826839135,optimal
710,4,75,0.2310023705786117,41.69949982315302,0.09233610609219631,optimal
