sigma_bar,sigma_mk_min_median,sigma_mk_min_p10,sigma_mk_min_p90,sigma_mk_min_min,sigma_mk_min_max,cost_median,cost_p10,cost_p90,cost_min,cost_max,solve_mean_median,solve_mean_p10,solve_mean_p90,solve_mean_min,solve_mean_max,K_opt_mean_median,K_opt_mean_p10,K_opt_mean_p90,K_opt_mean_min,K_opt_mean_max,rmse_median,rmse_p10,rmse_p90,rmse_min,rmse_max,ISE_median,ISE_p10,ISE_p90,ISE_min,ISE_max,IAE_median,IAE_p10,IAE_p90,IAE_min,IAE_max,slack_max_median,slack_max_p10,slack_max_p90,slack_max_min,slack_max_max,solver_opt_rate_median,solver_opt_rate_p10,solver_opt_rate_p90,solver_opt_rate_min,solver_opt_rate_max,group
0.2,0.20001022400768312,0.20001022400768312,0.20001022400768312,0.20001022400768312,0.20001022400768312,0.11904871014970599,0.11904871014970599,0.11904871014970599,0.11904871014970599,0.11904871014970599,508.9839679701254,508.9839679701254,508.9839679701254,508.9839679701254,508.9839679701254,58.5,58.5,58.5,58.5,58.5,0.12008601226647632,0.12008601226647632,0.12008601226647632,0.12008601226647632,0.12008601226647632,2.370897218316415e-05,2.370897218316415e-05,2.370897218316415e-05,2.370897218316415e-05,2.370897218316415e-05,2.949788026826672e-05,2.949788026826672e-05,2.949788026826672e-05,2.949788026826672e-05,2.949788026826672e-05,0.03807737889978845,0.03807737889978845,0.03807737889978845,0.03807737889978845,0.03807737889978845,0.025,0.025,0.025,0.025,0.025,N_loc=300
0.30000000000000004,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,948.4426859626547,948.4426859626547,948.4426859626547,948.4426859626547,948.4426859626547,111.225,111.225,111.225,111.225,111.225,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.00033404508186350495,0.00033404508186350495,0.00033404508186350495,0.00033404508186350495,0.00033404508186350495,0.0,0.0,0.0,0.0,0.0,N_loc=300
0.4,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,1418.206263394095,1418.206263394095,1418.206263394095,1418.206263394095,1418.206263394095,157.385,157.385,157.385,157.385,157.385,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.00023934454240669123,0.00023934454240669123,0.00023934454240669123,0.00023934454240669123,0.00023934454240669123,0.0,0.0,0.0,0.0,0.0,N_loc=300
0.5,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,1366.18360332679,1366.18360332679,1366.18360332679,1366.18360332679,1366.18360332679,181.845,181.845,181.845,181.845,181.845,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.00023787776503124964,0.00023787776503124964,0.00023787776503124964,0.00023787776503124964,0.00023787776503124964,0.0,0.0,0.0,0.0,0.0,N_loc=300
0.6,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,1261.985288062133,1261.985288062133,1261.985288062133,1261.985288062133,1261.985288062133,180.0,180.0,180.0,180.0,180.0,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0,0.0,0.0,0.0,0.0,N_loc=300
0.7000000000000001,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,1294.3717543082312,1294.3717543082312,1294.3717543082312,1294.3717543082312,1294.3717543082312,180.0,180.0,180.0,180.0,180.0,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0,0.0,0.0,0.0,0.0,N_loc=300
0.8,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,1058.3694506529719,1058.3694506529719,1058.3694506529719,1058.3694506529719,1058.3694506529719,180.0,180.0,180.0,180.0,180.0,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0,0.0,0.0,0.0,0.0,N_loc=300
0.9,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,1026.1005620053038,1026.1005620053038,1026.1005620053038,1026.1005620053038,1026.1005620053038,180.0,180.0,180.0,180.0,180.0,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0,0.0,0.0,0.0,0.0,N_loc=300
0.1,0.17121465000804179,0.17121465000804179,0.17121465000804179,0.17121465000804179,0.17121465000804179,0.22650933767815642,0.22650933767815642,0.22650933767815642,0.22650933767815642,0.22650933767815642,178.88744508381933,178.88744508381933,178.88744508381933,178.88744508381933,178.88744508381933,20.0,20.0,20.0,20.0,20.0,0.15893184508122055,0.15893184508122055,0.15893184508122055,0.15893184508122055,0.15893184508122055,2.8613105671289842e-05,2.8613105671289842e-05,2.8613105671289842e-05,2.8613105671289842e-05,2.8613105671289842e-05,3.722528065410845e-05,3.722528065410845e-05,3.722528065410845e-05,3.722528065410845e-05,3.722528065410845e-05,5.723152349946197,5.723152349946197,5.723152349946197,5.723152349946197,5.723152349946197,0.3,0.3,0.3,0.3,0.3,N_loc=500
0.2,0.20000334561317212,0.20000334561317212,0.20000334561317212,0.20000334561317212,0.20000334561317212,0.3451978034090343,0.3451978034090343,0.3451978034090343,0.3451978034090343,0.3451978034090343,399.99455518089235,399.99455518089235,399.99455518089235,399.99455518089235,399.99455518089235,44.845,44.845,44.845,44.845,44.845,0.1996027119929204,0.1996027119929204,0.1996027119929204,0.1996027119929204,0.1996027119929204,3.904520184979194e-05,3.904520184979194e-05,3.904520184979194e-05,3.904520184979194e-05,3.904520184979194e-05,4.920614975261463e-05,4.920614975261463e-05,4.920614975261463e-05,4.920614975261463e-05,4.920614975261463e-05,3.08862611442808,3.08862611442808,3.08862611442808,3.08862611442808,3.08862611442808,0.26,0.26,0.26,0.26,0.26,N_loc=500
0.30000000000000004,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.21128544742060304,0.21128544742060304,0.21128544742060304,0.21128544742060304,0.21128544742060304,914.3152273120359,914.3152273120359,914.3152273120359,914.3152273120359,914.3152273120359,106.92,106.92,106.92,106.92,106.92,0.1614534702299644,0.1614534702299644,0.1614534702299644,0.1614534702299644,0.1614534702299644,3.1768939767210954e-05,3.1768939767210954e-05,3.1768939767210954e-05,3.1768939767210954e-05,3.1768939767210954e-05,4.1070720233600866e-05,4.1070720233600866e-05,4.1070720233600866e-05,4.1070720233600866e-05,4.1070720233600866e-05,0.0004470326246242454,0.0004470326246242454,0.0004470326246242454,0.0004470326246242454,0.0004470326246242454,0.005,0.005,0.005,0.005,0.005,N_loc=500
0.4,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,1407.744566630572,1407.744566630572,1407.744566630572,1407.744566630572,1407.744566630572,154.59,154.59,154.59,154.59,154.59,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.0002802786716903207,0.0002802786716903207,0.0002802786716903207,0.0002802786716903207,0.0002802786716903207,0.0,0.0,0.0,0.0,0.0,N_loc=500
0.5,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,1351.7078388575464,1351.7078388575464,1351.7078388575464,1351.7078388575464,1351.7078388575464,184.05,184.05,184.05,184.05,184.05,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.0003394674151780638,0.0003394674151780638,0.0003394674151780638,0.0003394674151780638,0.0003394674151780638,0.0,0.0,0.0,0.0,0.0,N_loc=500
0.6,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,1242.481452920474,1242.481452920474,1242.481452920474,1242.481452920474,1242.481452920474,180.0,180.0,180.0,180.0,180.0,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0,0.0,0.0,0.0,0.0,N_loc=500
0.7000000000000001,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,1327.9723154567182,1327.9723154567182,1327.9723154567182,1327.9723154567182,1327.9723154567182,180.0,180.0,180.0,180.0,180.0,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0,0.0,0.0,0.0,0.0,N_loc=500
0.8,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,1060.9199830004945,1060.9199830004945,1060.9199830004945,1060.9199830004945,1060.9199830004945,180.0,180.0,180.0,180.0,180.0,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0,0.0,0.0,0.0,0.0,N_loc=500
0.9,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,1040.5254828184843,1040.5254828184843,1040.5254828184843,1040.5254828184843,1040.5254828184843,180.0,180.0,180.0,180.0,180.0,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0,0.0,0.0,0.0,0.0,N_loc=500
0.1,0.17931314248650326,0.17931314248650326,0.17931314248650326,0.17931314248650326,0.17931314248650326,0.26719512357591263,0.26719512357591263,0.26719512357591263,0.26719512357591263,0.26719512357591263,171.9453947758302,171.9453947758302,171.9453947758302,171.9453947758302,171.9453947758302,20.0,20.0,20.0,20.0,20.0,0.17517679932135297,0.17517679932135297,0.17517679932135297,0.17517679932135297,0.17517679932135297,3.4127435719224204e-05,3.4127435719224204e-05,3.4127435719224204e-05,3.4127435719224204e-05,3.4127435719224204e-05,4.336002934104052e-05,4.336002934104052e-05,4.336002934104052e-05,4.336002934104052e-05,4.336002934104052e-05,4.202706869773712,4.202706869773712,4.202706869773712,4.202706869773712,4.202706869773712,0.44,0.44,0.44,0.44,0.44,N_loc=1000
0.2,0.20006752804436173,0.20006752804436173,0.20006752804436173,0.20006752804436173,0.20006752804436173,0.17756658562519564,0.17756658562519564,0.17756658562519564,0.17756658562519564,0.17756658562519564,289.8389135301113,289.8389135301113,289.8389135301113,289.8389135301113,289.8389135301113,32.305,32.305,32.305,32.305,32.305,0.14104959649134904,0.14104959649134904,0.14104959649134904,0.14104959649134904,0.14104959649134904,2.7129120572199716e-05,2.7129120572199716e-05,2.7129120572199716e-05,2.7129120572199716e-05,2.7129120572199716e-05,3.5093949090019735e-05,3.5093949090019735e-05,3.5093949090019735e-05,3.5093949090019735e-05,3.5093949090019735e-05,3.9038375234361915,3.9038375234361915,3.9038375234361915,3.9038375234361915,3.9038375234361915,0.275,0.275,0.275,0.275,0.275,N_loc=1000
0.30000000000000004,0.30000977915270594,0.30000977915270594,0.30000977915270594,0.30000977915270594,0.30000977915270594,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,943.9805138157681,943.9805138157681,943.9805138157681,943.9805138157681,943.9805138157681,107.54,107.54,107.54,107.54,107.54,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.0003135309109854159,0.0003135309109854159,0.0003135309109854159,0.0003135309109854159,0.0003135309109854159,0.0,0.0,0.0,0.0,0.0,N_loc=1000
0.4,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,1384.5643042121083,1384.5643042121083,1384.5643042121083,1384.5643042121083,1384.5643042121083,151.495,151.495,151.495,151.495,151.495,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.00026401773977866196,0.00026401773977866196,0.00026401773977866196,0.00026401773977866196,0.00026401773977866196,0.0,0.0,0.0,0.0,0.0,N_loc=1000
0.5,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,1348.87848790735,1348.87848790735,1348.87848790735,1348.87848790735,1348.87848790735,184.475,184.475,184.475,184.475,184.475,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.0003092874647544247,0.0003092874647544247,0.0003092874647544247,0.0003092874647544247,0.0003092874647544247,0.0,0.0,0.0,0.0,0.0,N_loc=1000
0.6,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.24259836117636377,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,0.2861781556708072,1294.9904328072444,1294.9904328072444,1294.9904328072444,1294.9904328072444,1294.9904328072444,180.0,180.0,180.0,180.0,180.0,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,0.1891355832449142,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,3.7827114249915866e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,5.1166495495087036e-05,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0002698500479954364,0.0,0.0,0.0,0.0,0.0,N_loc=1000
