mode,seed,K,rho,target_mode,steps,k_opt_mean,k_opt_var,sigma_min_Ag,kappa_Ag_mean,localness_mean,slack_max,slack_mean,kkt_res_max,eq_res_max,solver_fail_rate,rmse_ee,err_p95,err_max,err_final,success,effort_sum_sq,jerk_sum_sq,jerk_max,u_violation_rate,total_cost,ISE,IAE,solve_ms_mean,solve_ms_total,npz_path
adaptive_rho,0,40,0.6,circle,200,161.8,19268.759999999995,2.6448604973676765e-07,1904002.463062925,1.5299185711402328,0.004223431419573143,0.00036497385180286516,20049781.433668986,1.1709649455825512e-05,0.05,0.05945762398561528,0.13477609753746436,0.17058678857325565,0.003278698164553318,0,6.704254745795989,16.33894810324111,0.9667627674416898,0.01,0.03211106076398716,8.586438209805552e-06,1.1169709200595991e-05,413.7924929970177,82758.49859940354,logs/reacher/circle_case_seed0/adaptive_rho06\run_adaptive_rho_circle_K040_rho0.6_Kmin40_Kmax320_Kstep1_gmin1e-06_seed000.npz
