rho,runs,median_k_opt_mean,median_k_opt_var,median_sigma_min_Ag,median_slack_max,median_slack_mean,median_total_cost,median_mean_solve_time_ms,p10_total_cost,p90_total_cost
0.005,5,40.0,0.0,0.00013106288226353427,0.004931868723590941,0.00030047221710407753,0.056521761696091355,134.38210750086,0.04680861029314766,0.06488706739024074
0.01,5,40.0,0.0,0.00013106288226353427,0.0066309129826099345,0.0003662997165637588,0.05654386370288995,133.03873599958024,0.04680861029314766,0.06279470218475279
0.02,5,40.0,0.0,0.00013106288226353427,0.004931868723590941,0.00030047221710407753,0.056521761696091355,136.0299379999924,0.04680861029314766,0.06488706739024074
