mode,seed,K,rho,target_mode,steps,k_opt_mean,k_opt_var,sigma_min_Ag,kappa_Ag_mean,localness_mean,slack_max,slack_mean,kkt_res_max,eq_res_max,solver_fail_rate,rmse_ee,err_p95,err_max,err_final,success,tracking_rmse,tracking_phase_lag_steps,tracking_phase_lag_rad,tracking_phase_corr,tracking_amp_ratio,effort_sum_sq,jerk_sum_sq,jerk_max,u_violation_rate,total_cost,ISE,IAE,solve_ms_mean,solve_ms_total,npz_path
adaptive_rho,0,40,0.6,circle,200,161.8,19268.759999999995,2.6448604973676765e-07,1900587.410310909,1.8432507838654437,0.01876192857962952,0.0004323082995392181,20056455.429247122,7.037751527056317e-06,0.02,0.06202496922834361,0.13004272676664522,0.16163644147765358,0.01942329004223579,0,0.06202496922834361,12.0,1.2000000000000002,0.6141411594229019,1.3713130422884925,10.349736743019154,25.47464721272822,1.2129092030009396,0.02,0.037015229932568346,1.0054976944693978e-05,1.2836830848757858e-05,441.8166500044754,88363.33000089508,logs/reacher/circle_case_seed0_omega010_r003/adaptive_rho06\run_adaptive_rho_circle_K040_rho0.6_Kmin40_Kmax320_Kstep1_gmin1e-06_seed000.npz
