mode,seed,K,rho,target_mode,steps,k_opt_mean,k_opt_var,sigma_min_Ag,kappa_Ag_mean,localness_mean,slack_max,slack_mean,kkt_res_max,eq_res_max,solver_fail_rate,rmse_ee,err_p95,err_max,err_final,success,effort_sum_sq,jerk_sum_sq,jerk_max,u_violation_rate,total_cost,ISE,IAE,solve_ms_mean,solve_ms_total,npz_path
fixed_k,0,100,0.005,circle,200,100.0,0.0,8.113798896695393e-08,6916206.3604625,1.3561375503182511,0.0037631125443315433,0.00017415306392445568,20051635.476945333,1.409765070328371e-05,0.02,0.059351897857776593,0.13223467482978488,0.17058678857325565,0.01987726769323763,0,1.038936302274078,1.7955829030122703,0.41503884926659906,0.0,0.031961399632619576,9.21194213004437e-06,1.180768666685559e-05,260.7852629921399,52157.05259842798,logs/reacher/circle_case_seed0/fixed_k100\run_fixed_k_circle_K100_rho0.005_Kmin100_Kmax100_Kstep1_gmin1e-06_seed000.npz
