K,seed,rmse,cost,ISE,IAE,solve_mean,solve_var,solve_p95,sigma_mk_mean,sigma_mk_var,sigma_mk_min,sigma_mk_p10,slack_mean,slack_var,slack_max,K_opt_mean,K_opt_var,K_opt_min,K_opt_max,solver_opt_rate,solver_nonopt_count
710,4,0.12891261688627423,0.2662942140206222,5.1456722066552725e-05,6.249756502375708e-05,63.41571450640913,61.18671652572371,72.71437005838376,0.6279442156166248,0.00024140300013303598,0.5866704419148357,0.6019507269667659,0.0001012971030245943,7.156731701813559e-10,0.00023787755750238302,710.0,0.0,710.0,710.0,1.0,0.0
760,0,0.12769021598929145,0.26143228303297295,5.0892687440305926e-05,6.182704764740531e-05,58.54974325338844,65.3152458751967,66.17755998158826,0.6492693313409059,0.0003988983447093309,0.5952297437805438,0.6138829464030062,0.00010401737903238052,5.056574581779125e-10,0.00022162621276199698,760.0,0.0,760.0,760.0,1.0,0.0
760,1,0.13029163630756954,0.27203233285854866,5.203133259312822e-05,6.323035021454488e-05,67.33499299793039,188.8119541441149,84.45316995494068,0.6571798844337196,0.00010483363884978021,0.625401265414357,0.6426841350961211,0.00010872298625237228,4.23506092858007e-10,0.00022136752715877465,760.0,0.0,760.0,760.0,1.0,0.0
760,2,0.12918868592925517,0.2676493124999746,5.1508513374542125e-05,6.250372769447839e-05,63.50695349799935,126.15830896424664,75.76219504699111,0.6513811865522028,0.00028562392038704727,0.6011565789632813,0.6232054404680991,0.00010527672679968305,4.488934395246355e-10,0.00018725667751220228,760.0,0.0,760.0,760.0,1.0,0.0
760,3,0.1293432022829063,0.26833109947707756,5.155106840803498e-05,6.256364129063408e-05,60.27143350627739,52.3134247994154,69.56700992304826,0.6508821584901108,0.00030004141918478803,0.5970026499348371,0.6225604704603386,0.00010433784405583225,4.983340320131399e-10,0.00020770274046699228,760.0,0.0,760.0,760.0,1.0,0.0
760,4,0.12814278775266746,0.26316845454900417,5.11235348283698e-05,6.197414695525774e-05,61.07087700103875,83.55437418175916,72.61145482771097,0.6507293941148429,0.00033532269069442677,0.598668157973699,0.6215042518320563,0.00010375175916820224,4.759401816682694e-10,0.00020837791167440322,760.0,0.0,760.0,760.0,1.0,0.0
810,0,0.13001568183926157,0.270950788963925,5.189207861341631e-05,6.3032080738037e-05,56.052104253321886,34.1635479941547,63.211340142879635,0.6788386367072091,0.00016753645680390872,0.6323267261189992,0.6644003889273924,9.910957397679258e-05,4.3669043231904947e-10,0.00016646125737792243,810.0,0.0,810.0,810.0,1.0,0.0
810,1,0.1314263738918594,0.2767215799555017,5.249551355509356e-05,6.384082215592133e-05,62.1486544952495,123.24822822583006,77.78050012420861,0.6832711705956609,4.1850636834659463e-05,0.6612797636643686,0.6743763571337659,0.00010114327647973951,4.748260263422112e-10,0.00018883067057368433,810.0,0.0,810.0,810.0,1.0,0.0
810,2,0.13140931495382027,0.27681288953189126,5.244631580120434e-05,6.371671339548887e-05,60.573276998475194,145.80398194169655,69.20629986561833,0.6816465925705455,7.494179968266437e-05,0.64671129786556,0.6688439616411456,9.93755614052259e-05,5.193631005984455e-10,0.000206333258922084,810.0,0.0,810.0,810.0,1.0,0.0
810,3,0.13158578972004492,0.27761432758341437,5.2505989165117355e-05,6.381345551426641e-05,56.920953001827,29.500496326577085,62.731190142221735,0.6816763006363297,7.123184922278607e-05,0.6455409851347993,0.6695777967442812,9.9260447632116e-05,5.819395503988211e-10,0.00019065750487474585,810.0,0.0,810.0,810.0,1.0,0.0
810,4,0.12998484768344257,0.2707181908658998,5.191074934130748e-05,6.298820515020607e-05,57.76269874826539,48.517320535152386,64.95428502094,0.6797603569054255,0.00012159976161876973,0.6312527231152871,0.6657912343440592,9.905570065338227e-05,4.716063045296689e-10,0.00020872495924488597,810.0,0.0,810.0,810.0,1.0,0.0
860,0,0.13091724017819625,0.27463849660070666,5.226689882597695e-05,6.37948226673314e-05,54.16889599291608,33.23506176330364,59.68051506206393,0.7041539392262925,4.5406300049540564e-05,0.6832216822924058,0.6948406441117384,9.370467076231702e-05,3.703418591641206e-10,0.00019636359232958023,860.0,0.0,860.0,860.0,1.0,0.0
