K,seed,step,solve_time_ms,sigma_min_Mk,slack_inf,K_opt,solver_status
10,0,77,69.39850002527237,0.28284829556631075,2.849902073756801,10.0,optimal_inaccurate
10,0,78,69.09350003115833,0.30619005899120916,1.0918728588959203,10.0,user_limit
10,0,79,53.11760003678501,0.28377465713350025,,10.0,infeasible
10,0,80,68.7470999546349,0.28284829556631075,3.0315141999046054,10.0,optimal_inaccurate
10,0,81,68.00940004177392,0.2880899355949822,1.2253015003928311,10.0,optimal_inaccurate
10,0,82,38.07089990004897,0.29586351435602254,,10.0,infeasible
10,0,83,67.82220001332462,0.28284829556631075,,10.0,infeasible_inaccurate
10,0,84,61.57570006325841,0.28284829556631075,,10.0,infeasible
10,0,85,67.72250006906688,0.28284829556631075,3.6226780850459397,10.0,optimal_inaccurate
10,0,86,69.3851001560688,0.2865338860140355,2.7254714782209333,10.0,optimal_inaccurate
10,0,87,57.36680002883077,0.31445633263956796,,10.0,infeasible
10,0,88,67.03559984453022,0.28284829556631075,2.409402698150363,10.0,optimal
10,0,89,70.65440015867352,0.30051418273999125,1.9225700489523658,10.0,optimal_inaccurate
10,0,90,68.79920000210404,0.30362897975609227,1.7349484749370727,10.0,user_limit
10,0,91,69.60030016489327,0.3289127566365779,,10.0,infeasible_inaccurate
10,0,92,53.08570014312863,0.28284829556631075,2.4665221024210764,10.0,optimal
10,0,93,69.1829000134021,0.32350162059871895,1.7566955976309642,10.0,user_limit
10,0,94,71.5085999108851,0.28691270571718774,1.325977615606857,10.0,user_limit
10,0,95,39.19979999773204,0.28588718516449724,,10.0,infeasible
10,0,96,73.12499987892807,0.28284829556631075,3.4389542968181654,10.0,user_limit
10,0,97,71.39130006544292,0.3089930238044618,1.4630953797362838,10.0,optimal_inaccurate
10,0,98,74.42840002477169,0.31205859247801326,0.6423618300245422,10.0,user_limit
10,0,99,74.88229987211525,0.3056871903776111,4.959842084165206,10.0,user_limit
10,0,100,74.1824998985976,0.31380717804572095,8.9696634158398,10.0,optimal_inaccurate
10,0,101,47.75289981625974,0.32519761913993034,2.517755677464014,10.0,optimal
10,0,102,75.0063001178205,0.29357101826379345,4.0243233051771545,10.0,optimal_inaccurate
10,0,103,54.19160006567836,0.29615879675933854,4.414452603863147,10.0,optimal
10,0,104,79.24939994700253,0.30660645264327163,1.9092502652219219,10.0,user_limit
10,0,105,72.47740007005632,0.30057495247013627,7.5167430796816594,10.0,user_limit
10,0,106,59.68690011650324,0.3103907421995948,,10.0,infeasible
10,0,107,70.00750000588596,0.28284829556631075,1.890722064395388,10.0,user_limit
10,0,108,55.655699921771884,0.3014480325969252,2.696862489342487,10.0,optimal
10,0,109,87.32410008087754,0.3187862815769993,2.3064970176533945,10.0,optimal_inaccurate
10,0,110,72.49850011430681,0.3289127566365779,3.0465937355259216,10.0,optimal_inaccurate
10,0,111,65.83500001579523,0.2833322620222486,2.1662199714725907,10.0,optimal
10,0,112,69.11120004951954,0.30022075361748085,3.248925700845879,10.0,user_limit
10,0,113,37.51520020887256,0.30273947010363056,2.50816998715762,10.0,optimal
10,0,114,60.29450008645654,0.2914779994084934,6.841672544894272,10.0,optimal
10,0,115,33.193300012499094,0.3185793361961586,,10.0,infeasible
10,0,116,70.00959990546107,0.28284829556631075,9.875773912066443,10.0,user_limit
10,0,117,40.346099995076656,0.27556648801038885,4.3558842926838075,10.0,optimal
10,0,118,71.89229992218316,0.2834072763286507,3.5012922005371463,10.0,optimal_inaccurate
10,0,119,70.31590002588928,0.3006944977151516,5.912414532813546,10.0,user_limit
10,0,120,38.405500119552016,0.29695629501316334,2.2618486681975014,10.0,optimal
10,0,121,29.10190005786717,0.3125713313042314,2.232926802115575,10.0,optimal
10,0,122,67.84830009564757,0.29849158516644625,2.082166007328477,10.0,optimal_inaccurate
10,0,123,68.5844998806715,0.2931103659112033,2.604150995636792,10.0,user_limit
10,0,124,69.55330003984272,0.3235182109803158,1.991600951453921,10.0,optimal_inaccurate
10,0,125,68.87730001471937,0.3057788055082274,3.917922288695528,10.0,optimal_inaccurate
10,0,126,72.25089985877275,0.3069928314592162,5.082133334326475,10.0,user_limit
10,0,127,74.22369997948408,0.29963022771761577,1.8385306922502709,10.0,optimal_inaccurate
10,0,128,50.51219998858869,0.29543877387074113,3.173640997780662,10.0,optimal
10,0,129,26.01819997653365,0.3023033357498651,,10.0,infeasible
10,0,130,69.35210013762116,0.28284829556631075,11.447874460456202,10.0,user_limit
10,0,131,73.30580009147525,0.3028442473356663,9.060630260970969,10.0,user_limit
10,0,132,84.92149994708598,0.28488115775201867,1.9702984539178419,10.0,user_limit
10,0,133,73.66900006309152,0.31733767190053885,3.8360840956834044,10.0,optimal_inaccurate
10,0,134,75.15379996038973,0.30341137524549233,,10.0,infeasible
10,0,135,46.49979993700981,0.28284829556631075,3.8834438941491936,10.0,optimal
10,0,136,69.3737999536097,0.3047200627958185,1.391709015608632,10.0,user_limit
10,0,137,31.81730001233518,0.30984577339868213,2.4184350683196847,10.0,optimal
10,0,138,67.64879985712469,0.3245479890939764,1.9988415316534873,10.0,optimal
10,0,139,69.60709998384118,0.3195368105497339,4.80886714595783,10.0,user_limit
10,0,140,28.355499962344766,0.319634958056737,4.508283235957061,10.0,optimal
10,0,141,69.70009999349713,0.32006695903547033,2.2596366103294736,10.0,optimal_inaccurate
10,0,142,62.34590010717511,0.29498813530573675,4.842324545859551,10.0,optimal
10,0,143,53.729299921542406,0.28927470301031377,3.0793724196442946,10.0,optimal
10,0,144,30.76840005815029,0.3264855421805085,1.0816548021957797,10.0,optimal
10,0,145,67.76779983192682,0.29031730938349953,1.0104049678129248,10.0,user_limit
10,0,146,42.8505998570472,0.3001579192118278,2.2043042756891227,10.0,optimal
10,0,147,43.54510013945401,0.3257569134841999,1.875696445755055,10.0,optimal
10,0,148,68.79579997621477,0.31496020671362723,1.9038733677448163,10.0,user_limit
10,0,149,85.67099994979799,0.2950912523458545,1.515803189463603,10.0,user_limit
10,0,150,70.49779989756644,0.3172635914432078,4.257901347255938,10.0,user_limit
10,0,151,69.56299999728799,0.3287623661440886,1.9908944355622105,10.0,optimal_inaccurate
10,0,152,31.570600112900138,0.3046277098276985,2.1140703592514223,10.0,optimal
10,0,153,28.97480013780296,0.2720635836160889,1.9936573463931755,10.0,optimal
10,0,154,39.547699969261885,0.30484143718123263,2.106867260022753,10.0,optimal
10,0,155,69.30400012061,0.3042555478479375,1.710557309348343,10.0,optimal_inaccurate
10,0,156,55.49129983410239,0.2969458764365774,2.275242833314449,10.0,optimal
10,0,157,54.922299925237894,0.30961502584982614,2.0821098289823086,10.0,optimal
10,0,158,32.09319990128279,0.30506056959098027,1.9964942452134866,10.0,optimal
10,0,159,72.9918999131769,0.3129072113312936,2.013042021262566,10.0,optimal_inaccurate
10,0,160,39.708900032565,0.30645406296914135,2.0082716852370055,10.0,optimal
10,0,161,24.561400059610605,0.306470909443442,,10.0,infeasible
10,0,162,70.67230017855763,0.28284829556631075,3.4786669960183816,10.0,user_limit
10,0,163,71.05339993722737,0.3272283670498253,3.483522581991765,10.0,optimal_inaccurate
10,0,164,70.67179982550442,0.30238857410476827,3.8133894647523876,10.0,optimal_inaccurate
10,0,165,64.50539990328252,0.3143493325995203,2.2653986412857012,10.0,optimal
10,0,166,144.9047999922186,0.29568434423238443,2.9257957734419806,10.0,optimal
10,0,167,51.13140004687011,0.3131838812818403,2.4162805164414403,10.0,optimal
10,0,168,75.12929989024997,0.3072890421799297,2.2129991180990096,10.0,user_limit
10,0,169,69.8347999714315,0.2998277611084541,,10.0,infeasible_inaccurate
10,0,170,58.49780002608895,0.28284829556631075,3.457493330311961,10.0,optimal
10,0,171,37.61189989745617,0.2861994678057076,1.917271046363304,10.0,optimal
10,0,172,69.78540006093681,0.29070966808560594,1.8322251427474103,10.0,user_limit
10,0,173,48.86219999752939,0.3023652104074166,1.3107092113152357,10.0,optimal
10,0,174,71.8779000453651,0.3284092698714691,1.3284848437355898,10.0,user_limit
10,0,175,68.7430000398308,0.30826343639200576,2.7734939601442408,10.0,user_limit
10,0,176,34.37439980916679,0.32016767507275345,3.7147919136952323,10.0,optimal
10,0,177,53.7105998955667,0.3289127566365779,2.3210368756514312,10.0,optimal
10,0,178,36.84689989313483,0.28484273437801333,0.977183598564035,10.0,optimal
10,0,179,27.01120008714497,0.3289127566365779,,10.0,infeasible
10,0,180,71.9980001449585,0.28284829556631075,6.115221502667204,10.0,optimal_inaccurate
10,0,181,77.70330016501248,0.3045821390574135,2.703739648934996,10.0,optimal_inaccurate
10,0,182,53.937199991196394,0.32857574999787187,1.493589117824491,10.0,optimal
10,0,183,51.97650007903576,0.3289127566365779,5.166440383702387,10.0,optimal
10,0,184,49.11959986202419,0.30897062252649415,,10.0,infeasible
10,0,185,75.10589994490147,0.28284829556631075,1.7934425529975224,10.0,optimal_inaccurate
10,0,186,34.98969995416701,0.2890217220392511,,10.0,infeasible
10,0,187,48.19069989025593,0.28284829556631075,1.7801439206326455,10.0,optimal
10,0,188,70.83580014295876,0.31474592992434836,1.9540833935617161,10.0,optimal_inaccurate
10,0,189,68.32409999333322,0.29349455244578515,3.5022747763922752,10.0,user_limit
10,0,190,69.33040008880198,0.3104661403992969,11.589803594226407,10.0,user_limit
10,0,191,70.78070007264614,0.2955853596663025,5.159329264679288,10.0,optimal_inaccurate
10,0,192,36.22359992004931,0.3129520070687424,,10.0,infeasible
10,0,193,70.97480003722012,0.28284829556631075,1.871502616901559,10.0,user_limit
10,0,194,27.490000007674098,0.29258352902668744,,10.0,infeasible
10,0,195,72.71449989639223,0.28284829556631075,3.4493840544889474,10.0,optimal_inaccurate
10,0,196,72.84440007060766,0.2958599113403077,4.499315914128841,10.0,optimal_inaccurate
10,0,197,27.20339992083609,0.31093150987705886,3.022923117099902,10.0,optimal
10,0,198,68.62390018068254,0.2925720980931187,3.2087303892524517,10.0,optimal_inaccurate
10,0,199,50.12549995444715,0.2992468837747291,5.310304631071405,10.0,optimal
10,1,0,43.48680004477501,0.2830358533922241,0.0011631500362008777,10.0,optimal
10,1,1,67.77670001611114,0.2725253122813418,0.002429046800847488,10.0,user_limit
10,1,2,69.00679995305836,0.29117110750171754,0.00639536436267955,10.0,user_limit
10,1,3,67.32399994507432,0.3038337688593138,0.001425995543062105,10.0,optimal_inaccurate
10,1,4,69.78520005941391,0.31135492453818187,0.15121545376712564,10.0,user_limit
10,1,5,68.75519989989698,0.29646995886927546,3.9615555950463204,10.0,user_limit
10,1,6,40.59330001473427,0.29792752827714997,0.46549701830898943,10.0,optimal
10,1,7,27.797500137239695,0.26544104780625055,1.1355808302343868,10.0,optimal
10,1,8,34.683699952438474,0.2666718067670405,1.5639878443775643,10.0,optimal
10,1,9,70.78279997222126,0.2917465291670266,1.2522481867606732,10.0,user_limit
10,1,10,69.21359989792109,0.3059734620804169,1.8863922533575306,10.0,user_limit
10,1,11,67.78430007398129,0.2965833877652886,0.4738145001037963,10.0,optimal_inaccurate
10,1,12,33.18829997442663,0.3077663096668442,,10.0,infeasible
10,1,13,69.09139989875257,0.28284829556631075,3.8777375906203866,10.0,user_limit
10,1,14,47.5449999794364,0.3042026643310148,,10.0,infeasible
10,1,15,45.32660008408129,0.28284829556631075,1.2130969910640341,10.0,optimal
10,1,16,56.502100080251694,0.3066456165601898,1.1085331797271611,10.0,optimal
10,1,17,66.98319991119206,0.29905794298274585,1.3533624598044183,10.0,optimal_inaccurate
10,1,18,53.65419993177056,0.2914708631961764,2.5699745904188998,10.0,optimal
10,1,19,67.41850008256733,0.29118930491522493,0.8436863880560258,10.0,optimal
10,1,20,44.07330020330846,0.27388314265855745,,10.0,infeasible
10,1,21,67.27069988846779,0.28284829556631075,2.120019250573222,10.0,user_limit
10,1,22,39.215599885210395,0.2749409614212327,1.8264335895721298,10.0,optimal
10,1,23,67.27429991587996,0.30362043049679105,0.9727868452875317,10.0,optimal_inaccurate
10,1,24,68.78309999592602,0.28347989967014586,3.5129362403802205,10.0,optimal_inaccurate
10,1,25,46.76830000244081,0.31766940935546234,1.846833030360769,10.0,optimal
10,1,26,66.91489997319877,0.3014731643947705,0.051155513410642825,10.0,user_limit
10,1,27,28.46459997817874,0.2785792640671336,0.054353857805290735,10.0,optimal
10,1,28,67.92669999413192,0.29594091089664654,1.3814789184304215,10.0,optimal_inaccurate
10,1,29,67.48580001294613,0.29677836756519477,4.569525272977659,10.0,user_limit
10,1,30,68.36000015027821,0.31503752826190556,2.6351947372061035,10.0,optimal_inaccurate
10,1,31,31.12679999321699,0.3080477389238815,0.18376182392470947,10.0,optimal
10,1,32,48.40030008926988,0.27769736529953964,0.24121599619880696,10.0,optimal
10,1,33,33.86670001782477,0.2934046633277337,0.03890086606610747,10.0,optimal
10,1,34,66.38980004936457,0.25777582894350765,2.460584228068429,10.0,optimal_inaccurate
10,1,35,59.493100037798285,0.3009295819389311,0.9198949801271206,10.0,optimal
10,1,36,67.16020009480417,0.3049579068945171,2.1950046609723435,10.0,optimal_inaccurate
10,1,37,23.370500188320875,0.3145702531191292,,10.0,infeasible
10,1,38,75.30560018494725,0.28284829556631075,3.9202854565286485,10.0,user_limit
10,1,39,39.34450005181134,0.284487874856898,0.8761393728691683,10.0,optimal
10,1,40,72.52189982682467,0.30350300019536147,5.256167161744084,10.0,user_limit
10,1,41,63.84410010650754,0.3090910561731755,,10.0,infeasible
10,1,42,68.7661999836564,0.28284829556631075,3.782788841041348,10.0,optimal_inaccurate
10,1,43,68.62460006959736,0.3115934663077688,5.728287154496369,10.0,user_limit
10,1,44,71.18359999731183,0.2900990754193894,0.8894016757662698,10.0,optimal_inaccurate
10,1,45,66.92370004020631,0.3296108498104853,4.485473470782161,10.0,optimal_inaccurate
10,1,46,69.78709995746613,0.31733585061430636,3.574298452283858,10.0,optimal_inaccurate
10,1,47,52.782399812713265,0.29454020889362953,4.782376850034858,10.0,optimal
10,1,48,67.48199998401105,0.32252866460126206,,10.0,infeasible
10,1,49,44.499700190499425,0.28284829556631075,6.6295714612851935,10.0,optimal
10,1,50,67.3314998857677,0.2917032267023501,7.503039846414842,10.0,optimal_inaccurate
10,1,51,66.3343002088368,0.29359380816382397,8.701398315337412,10.0,optimal_inaccurate
10,1,52,34.644100116565824,0.3042486932123473,6.035987588128606,10.0,optimal
10,1,53,67.54059996455908,0.3102029527095628,6.690851611117915,10.0,optimal_inaccurate
10,1,54,59.103399980813265,0.31559635554206983,4.6216674139881615,10.0,optimal
10,1,55,67.32809985987842,0.30185567474507413,2.697280772050775,10.0,optimal
10,1,56,57.96370003372431,0.3046277098276985,9.63177391141074,10.0,optimal
10,1,57,68.53000004775822,0.3124770833276298,9.09408686353392,10.0,user_limit
10,1,58,68.76099994406104,0.30957248443353147,5.135736763647887,10.0,user_limit
10,1,59,69.09120013006032,0.3208520161628307,4.689568618176654,10.0,user_limit
10,1,60,68.0970000103116,0.3149362174689407,,10.0,infeasible_inaccurate
10,1,61,68.28569993376732,0.28284829556631075,4.149223459676686,10.0,user_limit
10,1,62,68.27779999002814,0.3183598386349178,2.1357792295125515,10.0,user_limit
10,1,63,45.88550003245473,0.30239273844804354,,10.0,infeasible
10,1,64,57.39159998483956,0.28284829556631075,2.506003769272393,10.0,optimal
10,1,65,48.464199993759394,0.3005674828381557,4.835201773974525,10.0,optimal
10,1,66,67.58289993740618,0.3350372787307464,3.2780235663420854,10.0,optimal_inaccurate
10,1,67,48.16900007426739,0.32315452329131517,3.8258709985457777,10.0,optimal
10,1,68,66.64089998230338,0.3277436283791073,5.223076205304519,10.0,user_limit
10,1,69,31.59680007956922,0.32144103498501964,,10.0,infeasible
10,1,70,37.586200051009655,0.28284829556631075,3.029832124610848,10.0,optimal
10,1,71,69.10890014842153,0.3046863009337139,3.030676515699345,10.0,user_limit
10,1,72,57.74509999901056,0.3289127566365779,2.8081796479158383,10.0,optimal
10,1,73,31.359400134533644,0.30624929124017847,3.3895188664503717,10.0,optimal
10,1,74,69.09270002506673,0.31549175553460224,4.6462106578720554,10.0,user_limit
10,1,75,67.87570007145405,0.30624929124017847,3.9296679681969833,10.0,user_limit
10,1,76,38.073499919846654,0.32924011224385485,,10.0,infeasible
10,1,77,67.43090017698705,0.28284829556631075,3.2674764627789417,10.0,user_limit
10,1,78,66.89770007506013,0.30624929124017847,3.2259455757018767,10.0,user_limit
10,1,79,41.170099982991815,0.3105201878039009,4.510676980017287,10.0,optimal
10,1,80,62.02610000036657,0.30509741020663467,2.873133251140521,10.0,optimal
10,1,81,35.06710007786751,0.30527116142073435,3.1320226308935535,10.0,optimal
10,1,82,36.336899967864156,0.3076922725924592,4.278560238814379,10.0,optimal
10,1,83,67.61309993453324,0.29796524831828286,1.7478194288120725,10.0,optimal
10,1,84,67.04860017634928,0.2945805582917297,4.88492330835783,10.0,optimal_inaccurate
10,1,85,68.46360000781715,0.3166575935202034,2.1155743018659185,10.0,optimal_inaccurate
10,1,86,66.98659993708134,0.29889594376714457,3.094670666484822,10.0,optimal_inaccurate
10,1,87,49.92119991220534,0.29318815360904726,1.9706196087656889,10.0,optimal
10,1,88,47.18549991957843,0.3063537724859993,4.5068116434824255,10.0,optimal
10,1,89,38.664800114929676,0.2860717766973166,,10.0,infeasible
10,1,90,60.608399799093604,0.28284829556631075,,10.0,infeasible
10,1,91,68.44009994529188,0.28284829556631075,3.19032016141131,10.0,optimal_inaccurate
10,1,92,66.84920005500317,0.30154146569139967,2.1372963616341996,10.0,optimal_inaccurate
10,1,93,34.529600059613585,0.29677627403107587,1.4517415864769716,10.0,optimal
10,1,94,52.33869981020689,0.301610430123088,0.7960589403091786,10.0,optimal
10,1,95,66.77159992977977,0.3146179138768197,1.157624414511016,10.0,optimal_inaccurate
10,1,96,40.723999962210655,0.28853949001509716,1.301340197458444,10.0,optimal
10,1,97,66.55079987831414,0.29923725373873966,1.8306241153857852,10.0,optimal_inaccurate
10,1,98,51.461399998515844,0.3140319838423515,,10.0,infeasible
10,1,99,66.82970002293587,0.28284829556631075,0.9041099988797927,10.0,user_limit
10,1,100,68.02799995057285,0.2927197208221614,0.7051684931187976,10.0,user_limit
10,1,101,68.71400005184114,0.2785516554598819,1.3955424801546783,10.0,user_limit
10,1,102,31.483299797400832,0.3119504323365857,,10.0,infeasible
10,1,103,66.26440002582967,0.28284829556631075,1.4957056043674166,10.0,user_limit
10,1,104,66.5856001432985,0.30873995948140526,1.3237260562544169,10.0,user_limit
10,1,105,60.4723000433296,0.301150466670464,2.446089851850927,10.0,optimal
10,1,106,51.609199959784746,0.3291469148595983,1.2443178409729305,10.0,optimal
10,1,107,69.69809997826815,0.30418560614464407,1.7591826183506047,10.0,user_limit
10,1,108,62.36089998856187,0.3148397024249593,1.9009061369117841,10.0,optimal
10,1,109,35.785899963229895,0.318030264661338,,10.0,infeasible
10,1,110,48.92560001462698,0.28284829556631075,3.3124367049307093,10.0,optimal
10,1,111,48.38009993545711,0.29513612652680254,0.6702436863870482,10.0,optimal
10,1,112,61.798099894076586,0.31979037873147426,0.5126109248738407,10.0,optimal
10,1,113,39.588899817317724,0.3005899229102458,2.161906062086503,10.0,optimal
10,1,114,66.96990015916526,0.29586363610024463,1.2684569892315762,10.0,optimal_inaccurate
10,1,115,66.69480004347861,0.29884365719947326,1.7040849220923433,10.0,optimal_inaccurate
10,1,116,68.27380019240081,0.293055029617891,1.3329028017525282,10.0,user_limit
10,1,117,43.019199976697564,0.2841118574467026,,10.0,infeasible
10,1,118,50.498400116339326,0.28284829556631075,1.1720883442736303,10.0,optimal
10,1,119,70.28710003942251,0.29870685108990475,0.4922190011188282,10.0,user_limit
10,1,120,66.56259996816516,0.2995739007659333,4.613383925868357,10.0,user_limit
10,1,121,67.5095000769943,0.3042107904938532,3.9873223734546963,10.0,user_limit
10,1,122,38.4638998657465,0.3090312420368517,,10.0,infeasible
10,1,123,67.09630019031465,0.28284829556631075,0.699002634930731,10.0,optimal_inaccurate
10,1,124,65.89550012722611,0.2948915946644461,0.5441505862772862,10.0,user_limit
10,1,125,67.25799990817904,0.29590846397464554,0.8054337193904983,10.0,user_limit
10,1,126,30.285000102594495,0.3069163625031725,,10.0,infeasible
10,1,127,67.52169993706048,0.28284829556631075,0.6147842275527453,10.0,user_limit
10,1,128,67.21189990639687,0.2866867114368222,0.06083044492512434,10.0,optimal_inaccurate
10,1,129,28.641800163313746,0.30430728981832744,0.1728555898734236,10.0,optimal
10,1,130,66.99850014410913,0.26900726089042115,0.9469719005006006,10.0,optimal_inaccurate
10,1,131,42.66609996557236,0.31185557782797046,3.1821466301084698,10.0,optimal
10,1,132,61.68960011564195,0.2995886977154202,2.44051519091464,10.0,optimal
10,1,133,66.94900011643767,0.2691123438960803,2.2804059098441423,10.0,user_limit
10,1,134,68.52040020748973,0.29499250516950043,3.0917321439406082,10.0,optimal_inaccurate
10,1,135,68.01709998399019,0.2691123438960803,2.9540280336920564,10.0,user_limit
10,1,136,27.39800000563264,0.3289127566365779,,10.0,infeasible
10,1,137,61.910000164061785,0.28284829556631075,2.6423043250977925,10.0,optimal
10,1,138,53.59370005317032,0.2944897272147905,6.641636608218501,10.0,optimal
10,1,139,36.75389988347888,0.31675145164269336,5.181365096401036,10.0,optimal
10,1,140,67.76919984258711,0.3000726948061658,2.312851028680087,10.0,optimal_inaccurate
10,1,141,68.47749999724329,0.29231530963707997,2.599707562604401,10.0,user_limit
10,1,142,66.38880004175007,0.3021822219818134,2.7473282402727133,10.0,optimal
10,1,143,42.99609991721809,0.32264663469852506,0.61047980408179,10.0,optimal
