K,seed,rmse,cost,ISE,IAE,solve_mean,solve_var,solve_p95,sigma_mk_mean,sigma_mk_var,sigma_mk_min,sigma_mk_p10,slack_mean,slack_var,slack_max,K_opt_mean,K_opt_var,K_opt_min,K_opt_max,solver_opt_rate,solver_nonopt_count
660,2,0.09331104800127372,0.07198882928236472,1.7970987183381487e-05,2.3720681180722668e-05,112.52859550411813,1713.4168580954613,173.75463992357248,1.0693333838443488,0.00550400989823655,0.6795344618186925,0.9810742242264853,0.000142392352313004,4.865932176625757e-09,0.0005099098229619414,660.0,0.0,660.0,660.0,1.0,0.0
660,3,0.09203124471505994,0.07022127409730992,1.759672704451798e-05,2.3221045381343374e-05,114.73469049436972,1488.187266224219,165.52514999639243,1.0758953699804852,0.004992719640913789,0.6685418498508731,0.9884203754486364,0.00013817786379834813,4.770746486111479e-09,0.0005037647385143852,660.0,0.0,660.0,660.0,1.0,0.0
660,4,0.09690757419531595,0.07701482450539243,1.8951277236570173e-05,2.5322929771228774e-05,120.2585645171348,1534.6460944329228,181.29504502285263,1.050842260886491,0.006415669579118441,0.6807409264370968,0.9492572484805846,0.00014922192516468984,4.325311099235488e-09,0.000461441102253569,660.0,0.0,660.0,660.0,1.0,0.0
710,0,0.09718858197821097,0.0775748888200826,1.8992631768664463e-05,2.5414798486459215e-05,112.68039799528196,1311.7179700330005,172.3264350555837,1.1002484426204726,0.0068287168970189265,0.709684184948614,0.9933301056472112,0.00014531091535069135,4.108190736771469e-09,0.0004826684113629935,710.0,0.0,710.0,710.0,1.0,0.0
710,1,0.08543019288207529,0.06040514550832553,1.6121362925587525e-05,2.1045901821326918e-05,99.07760201022029,1399.96901751186,146.07610004022715,1.1385955402670975,0.005024666728698225,0.6960008817525812,1.059528945460678,0.0001251547385779056,3.537209961377411e-09,0.0005116571585664178,710.0,0.0,710.0,710.0,1.0,0.0
710,2,0.09534889676201375,0.07495214097659157,1.8541978212392972e-05,2.4721565901657595e-05,116.3975029962603,1569.766026867351,175.1181848696433,1.1133945846623592,0.0051986223417532255,0.709695772465913,1.044627575670566,0.0001417305803061368,4.835162443235265e-09,0.0005241338183719801,710.0,0.0,710.0,710.0,1.0,0.0
710,3,0.09464307805312469,0.07403003501057534,1.833478081307784e-05,2.435047144176552e-05,113.4239554987289,1585.7271299421234,176.07735994970406,1.1174829602254694,0.005321352259387119,0.7047650212776803,1.0423221915817393,0.00014299767928377144,4.736692520361247e-09,0.0005224045167261219,710.0,0.0,710.0,710.0,1.0,0.0
710,4,0.0963657470904746,0.07610345241582292,1.8860679843061857e-05,2.519354035353025e-05,113.80989649449475,1135.0844867834828,158.74237495008853,1.1003002472453505,0.006933673587514644,0.7089623555835574,0.9899425175073299,0.00014263076753121633,4.127312826437141e-09,0.0004607339253763665,710.0,0.0,710.0,710.0,1.0,0.0
760,0,0.09916275899946554,0.08061219940236981,1.9480504231920218e-05,2.63136357295151e-05,117.4861259944737,1479.1601617477843,174.90403491538007,1.1398200871337292,0.0057394013691946764,0.7423874681289472,1.0452099939714854,0.00014999115467134144,4.139208675958627e-09,0.00046459992720366655,760.0,0.0,760.0,760.0,1.0,0.0
760,1,0.0867037036532894,0.06211688247130436,1.6483020807212613e-05,2.170186335769875e-05,102.26253199973144,1741.610653884713,202.1584350033662,1.1828133213694179,0.005691647703985245,0.7186354286490988,1.1032178440892493,0.00012775848906073747,3.58203378841869e-09,0.00046142247521570827,760.0,0.0,760.0,760.0,1.0,0.0
760,2,0.09539692056458099,0.0749782397359003,1.8566039834914126e-05,2.486020524155958e-05,113.30785148893483,1338.725910113108,164.95912502286924,1.1622154757564271,0.005534166699573981,0.7385887500964782,1.0840949138661478,0.00013828046609335733,4.2774676042322e-09,0.0004816907916202378,760.0,0.0,760.0,760.0,1.0,0.0
760,3,0.09504407796879882,0.07450943246721832,1.8430824685870762e-05,2.4615670927315198e-05,116.90006099874154,1574.6565375367584,183.74415988801047,1.1637047090765424,0.005449058249771849,0.7412670609135914,1.0947008813550603,0.00014087302968792293,4.1233534758159604e-09,0.0004570925266035822,760.0,0.0,760.0,760.0,1.0,0.0
760,4,0.09710681339377,0.07720346948973819,1.9046635727404554e-05,2.5607297739160828e-05,119.89754899754189,1468.1048636117496,181.08674990944547,1.1444464028355994,0.006625924699069106,0.7473944343740352,1.0509150144843602,0.00014787020426339903,4.351041178429634e-09,0.00048005868487325116,760.0,0.0,760.0,760.0,1.0,0.0
810,0,0.10091429912534866,0.0833612771879872,1.9885628694236496e-05,2.7073383163233706e-05,116.13576749805361,1085.7068710661395,163.20498002460224,1.175485387360365,0.005113407612363342,0.7860962822167964,1.094956877740061,0.00015546422153729053,4.278412710460591e-09,0.0005142388917361501,810.0,0.0,810.0,810.0,1.0,0.0
810,1,0.08954592550876646,0.06604979309290772,1.7274363169016298e-05,2.28737882249405e-05,100.90195450000465,1352.4076775177327,150.14408514834935,1.222595520136906,0.005750044941661025,0.7686041208912947,1.1429480654834354,0.00012691679541816339,3.845847979829594e-09,0.0004898764500514417,810.0,0.0,810.0,810.0,1.0,0.0
810,2,0.09613454416857843,0.07604974013031754,1.8728845885707112e-05,2.5155152927586653e-05,113.01135699846782,1455.6670811505082,157.5597849092446,1.203708110066176,0.005701658604096534,0.7750387003089741,1.1353527981711427,0.00014282177867094677,5.303570547979407e-09,0.0005136569702041924,810.0,0.0,810.0,810.0,1.0,0.0
