mode,seed,K,rho,steps,k_opt_mean,k_opt_var,sigma_min_Ag,kappa_Ag_mean,localness_mean,slack_max,slack_mean,kkt_res_max,eq_res_max,solver_fail_rate,rmse_ee,err_p95,err_max,err_final,success,effort_sum_sq,jerk_sum_sq,jerk_max,u_violation_rate,total_cost,ISE,IAE,solve_ms_mean,solve_ms_total,npz_path
adaptive_rho,0,60,0.3,200,320.0,0.0,2.6448604973676765e-07,2777451.4660871606,1.6108497388758198,0.0004777144430443223,0.00011066187733627414,20051807.88549077,2.7238269611864196e-06,0.0,0.04506509763209595,0.11040640074025734,0.18933254054304896,0.0019031202040099115,1,1.0680203984343173,0.5480307061410846,0.42448850255779735,0.0,0.020034525800109004,4.27312412137292e-06,5.578945954638059e-06,845.5499735011836,169109.9947002367,logs/reacher_cdc_adapt_rho_sweep_quik_Kmin_60\run_adaptive_rho_K060_rho0.3_Kmin60_Kmax320_Kstep1_gmin1e-06_seed000.npz
adaptive_rho,1,60,0.3,200,320.0,0.0,4.6398351123315273e-07,2122813.8701368854,1.5883530618106887,0.00046606468084531955,0.00010682444836866494,20050927.241724223,2.312583998191307e-06,0.0,0.04118099591517966,0.10223535509532158,0.1845795350613701,0.001895999929940759,1,0.9124785226683021,0.5410024096868546,0.41703071952246035,0.0,0.017030638986265823,3.6992505560460694e-06,4.743776437872898e-06,771.596619002521,154319.3238005042,logs/reacher_cdc_adapt_rho_sweep_quik_Kmin_60\run_adaptive_rho_K060_rho0.3_Kmin60_Kmax320_Kstep1_gmin1e-06_seed001.npz
adaptive_rho,2,60,0.3,200,320.0,0.0,2.71747264344476e-07,2690286.3770811423,1.6248052092318213,0.0004476260584149915,0.000106798293734427,20053329.3959007,2.1537341745183654e-06,0.0,0.044159358890382756,0.10844844818868846,0.1965072841060796,0.001918891756756819,1,1.1596709583168345,0.46217749004131264,0.3580542452355115,0.0,0.019552534982005782,4.036125607321172e-06,5.240021914689268e-06,689.2663664993597,137853.27329987194,logs/reacher_cdc_adapt_rho_sweep_quik_Kmin_60\run_adaptive_rho_K060_rho0.3_Kmin60_Kmax320_Kstep1_gmin1e-06_seed002.npz
adaptive_rho,3,60,0.3,200,320.0,0.0,2.578707401148784e-07,2708969.5877252533,1.642949568196533,0.0005379917772178365,0.00011454409463086175,20053994.547169033,2.6835609496129466e-06,0.0,0.04406439940228135,0.10757994072512332,0.2005980452050341,0.0019043954932627914,1,1.3082445106172007,0.7021951318897269,0.48903315153747706,0.0,0.019754436090358502,3.960043932066422e-06,5.156071165590498e-06,793.2109050010331,158642.18100020662,logs/reacher_cdc_adapt_rho_sweep_quik_Kmin_60\run_adaptive_rho_K060_rho0.3_Kmin60_Kmax320_Kstep1_gmin1e-06_seed003.npz
adaptive_rho,4,60,0.3,200,320.0,0.0,2.514958127046302e-07,2798374.4648031783,1.616078458502254,0.0004965855084901695,0.00011138472794775992,20050801.285476223,2.383819831855714e-06,0.0,0.04260844130988988,0.1059493289960417,0.18075376050906805,0.0019107072502617954,1,0.9879104406577955,0.33130217330860134,0.3310546491892042,0.0,0.018293924680710796,3.962253260188233e-06,5.158302760623106e-06,809.8025945012341,161960.51890024683,logs/reacher_cdc_adapt_rho_sweep_quik_Kmin_60\run_adaptive_rho_K060_rho0.3_Kmin60_Kmax320_Kstep1_gmin1e-06_seed004.npz
adaptive_rho,0,60,0.6,200,320.0,0.0,2.6448604973676765e-07,2783356.4194238116,1.6054821349906225,0.0004777144430443223,0.00011195011852194212,20051807.88549077,2.7238269611864196e-06,0.0,0.04521074130420859,0.11040640074025734,0.18933254054304896,0.0019090272720975162,1,1.0669580947133315,0.5468881584860429,0.42448850255779735,0.0,0.02009872298564668,4.317573408178411e-06,5.632672868202979e-06,806.192183001258,161238.4366002516,logs/reacher_cdc_adapt_rho_sweep_quik_Kmin_60\run_adaptive_rho_K060_rho0.6_Kmin60_Kmax320_Kstep1_gmin1e-06_seed000.npz
adaptive_rho,1,60,0.6,200,320.0,0.0,4.6398351123315273e-07,2123592.9601928648,1.5884720108346448,0.00046606468084531955,0.00010546354621321804,20050927.241724223,2.312583998191307e-06,0.0,0.04118404547899878,0.10223535509532158,0.1845795350613701,0.0019175308892632247,1,0.9123139644977064,0.5407719469032639,0.41703071952246035,0.0,0.017031851368366595,3.7016347675695715e-06,4.746416295680608e-06,762.7369460000773,152547.38920001546,logs/reacher_cdc_adapt_rho_sweep_quik_Kmin_60\run_adaptive_rho_K060_rho0.6_Kmin60_Kmax320_Kstep1_gmin1e-06_seed001.npz
adaptive_rho,2,60,0.6,200,320.0,0.0,2.71747264344476e-07,2689327.1978266477,1.6247694032174689,0.0004476260584149915,0.000108398945523851,20053329.3959007,2.1537341745183654e-06,0.0,0.04415930085505831,0.10844844818868846,0.1965072841060796,0.001923855183547504,1,1.1597660230417326,0.46240055868884533,0.3580542452355115,0.0,0.019552999385872284,4.039503117523227e-06,5.241183680148808e-06,757.9313345017727,151586.26690035453,logs/reacher_cdc_adapt_rho_sweep_quik_Kmin_60\run_adaptive_rho_K060_rho0.6_Kmin60_Kmax320_Kstep1_gmin1e-06_seed002.npz
adaptive_rho,3,60,0.6,200,320.0,0.0,2.578707401148784e-07,2707739.9698167336,1.6426690771683732,0.0005379917772178365,0.00011037946548717509,20053994.547169033,2.6835609496129466e-06,0.0,0.04405868464943462,0.10757994072512332,0.2005980452050341,0.0019104521821153683,1,1.3092502462152444,0.7127255625690684,0.48903315153747706,0.0,0.019752667813120798,3.960881437944388e-06,5.1552777980862895e-06,803.5592299973359,160711.8459994672,logs/reacher_cdc_adapt_rho_sweep_quik_Kmin_60\run_adaptive_rho_K060_rho0.6_Kmin60_Kmax320_Kstep1_gmin1e-06_seed003.npz
adaptive_rho,4,60,0.6,200,320.0,0.0,2.514958127046302e-07,2796737.9634642713,1.6158486802909864,0.0004965855084901695,0.00011071248540101778,20050801.285476223,2.383819831855714e-06,0.0,0.04261699478871719,0.1059493289960417,0.18075376050906805,0.0019113696751674788,1,0.9876857045573737,0.331714066813264,0.3310546491892042,0.0,0.018296726699310616,3.966779234044966e-06,5.1585127897459315e-06,831.5620044988464,166312.40089976927,logs/reacher_cdc_adapt_rho_sweep_quik_Kmin_60\run_adaptive_rho_K060_rho0.6_Kmin60_Kmax320_Kstep1_gmin1e-06_seed004.npz
adaptive_rho,0,60,0.9,200,320.0,0.0,2.6448604973676765e-07,2782820.2078983295,1.6059000111403248,0.0004777144430443223,0.00011089477333811475,20051807.88549077,2.7238269611864196e-06,0.0,0.045198586506247335,0.11040640074025734,0.18933254054304896,0.0018981322440567699,1,1.0671106305100997,0.5478077803911123,0.42448850255779735,0.0,0.020093218778242366,4.309928324642432e-06,5.622741518328308e-06,821.5920415022993,164318.40830045985,logs/reacher_cdc_adapt_rho_sweep_quik_Kmin_60\run_adaptive_rho_K060_rho0.9_Kmin60_Kmax320_Kstep1_gmin1e-06_seed000.npz
adaptive_rho,1,60,0.9,200,320.0,0.0,4.6398351123315273e-07,2123664.9418244874,1.5884261481410267,0.00046606468084531955,0.0001061705069750117,20050927.241724223,2.312583998191307e-06,0.0,0.041181968786810665,0.10223535509532158,0.1845795350613701,0.0019126205145316613,1,0.9124573397589572,0.5410998835419482,0.41703071952246035,0.0,0.017031084023151167,3.7016798346475613e-06,4.745022531770415e-06,698.7114050029777,139742.28100059554,logs/reacher_cdc_adapt_rho_sweep_quik_Kmin_60\run_adaptive_rho_K060_rho0.9_Kmin60_Kmax320_Kstep1_gmin1e-06_seed001.npz
adaptive_rho,2,60,0.9,200,320.0,0.0,2.71747264344476e-07,2690315.224202112,1.623964969596689,0.0004476260584149915,0.00010847326515421112,20053329.3959007,2.1537341745183654e-06,0.0,0.0441666987667652,0.10844844818868846,0.1965072841060796,0.0019162034676855743,1,1.1582528272842978,0.4575819684256356,0.3580542452355115,0.0,0.019554466261716873,4.0412768571729065e-06,5.241923178732663e-06,695.9848269965732,139196.96539931465,logs/reacher_cdc_adapt_rho_sweep_quik_Kmin_60\run_adaptive_rho_K060_rho0.9_Kmin60_Kmax320_Kstep1_gmin1e-06_seed002.npz
adaptive_rho,3,60,0.9,200,320.0,0.0,2.578707401148784e-07,2707284.168561963,1.6427825113073136,0.0005379917772178365,0.00011091359110257078,20053994.547169033,2.6835609496129466e-06,0.0,0.04405222885317201,0.10757994072512332,0.2005980452050341,0.0019192791651056018,1,1.3096006586101245,0.7137158949124603,0.48903315153747706,0.0,0.019749821685719558,3.958476679187145e-06,5.15408343750941e-06,704.7490745031973,140949.81490063947,logs/reacher_cdc_adapt_rho_sweep_quik_Kmin_60\run_adaptive_rho_K060_rho0.9_Kmin60_Kmax320_Kstep1_gmin1e-06_seed003.npz
adaptive_rho,4,60,0.9,200,320.0,0.0,2.514958127046302e-07,2796651.334374019,1.615875234391788,0.0004965855084901695,0.00010900797437454906,20050801.285476223,2.383819831855714e-06,0.0,0.042616254079674364,0.1059493289960417,0.18075376050906805,0.0019045539545144803,1,0.9877548143694669,0.3316615658826668,0.3310546491892042,0.0,0.018296409034074194,3.966600725706664e-06,5.160866501981568e-06,696.0319540009368,139206.39080018736,logs/reacher_cdc_adapt_rho_sweep_quik_Kmin_60\run_adaptive_rho_K060_rho0.9_Kmin60_Kmax320_Kstep1_gmin1e-06_seed004.npz
