seed,method,K,fail_practical,infeasible_step_rate,fallback_episode,mean_solve_time,mean_K_used,max_K_used,success,reached,fall_down
43,fixedK70,70,1,0.8266666666666667,1,0.2176249286366389,70.0,70.0,1,1,0
43,fixedK80,80,1,0.7533333333333333,1,0.23469229915998463,80.0,80.0,1,1,0
43,unified_a001,40,1,0.87,1,0.2046394210966961,65.83333333333333,75.0,1,1,0
44,fixedK30,30,1,0.9533333333333334,1,0.12721705932329616,30.0,30.0,1,1,0
44,fixedK40,40,1,0.8533333333333334,1,0.1487706082167036,40.0,40.0,1,1,0
44,fixedK50,50,1,0.8233333333333334,1,0.1620665983667277,50.0,50.0,1,1,0
44,fixedK60,60,1,0.7766666666666666,1,0.18800663747331176,60.0,60.0,1,1,0
44,fixedK70,70,1,0.8166666666666667,1,0.2181329770933189,70.0,70.0,1,1,0
44,fixedK80,80,1,0.83,1,0.23577802821662772,80.0,80.0,1,1,0
44,unified_a001,40,1,0.8866666666666667,1,0.2371911968333552,66.18333333333334,80.0,1,1,0
45,fixedK30,30,1,0.94,1,0.12375437690998903,30.0,30.0,1,1,0
45,fixedK40,40,1,0.9,1,0.14074530220002998,40.0,40.0,1,1,0
45,fixedK50,50,1,0.8133333333333334,1,0.13590516582002843,50.0,50.0,1,1,0
45,fixedK60,60,1,0.8466666666666667,1,0.16005950553326936,60.0,60.0,1,1,0
45,fixedK70,70,1,0.78,1,0.17270524584000668,70.0,70.0,1,1,0
45,fixedK80,80,1,0.37666666666666665,1,0.21112129639672275,80.0,80.0,1,1,0
45,unified_a001,40,1,0.82,1,0.15496668763008226,67.83333333333333,80.0,1,1,0
46,fixedK30,30,1,0.9133333333333333,1,0.1078956341566906,30.0,30.0,1,1,0
46,fixedK40,40,1,0.93,1,0.12940383177331266,40.0,40.0,1,1,0
46,fixedK50,50,1,0.8266666666666667,1,0.14971931505669395,50.0,50.0,1,1,0
46,fixedK60,60,1,0.89,1,0.17557898567329175,60.0,60.0,1,1,0
46,fixedK70,70,1,0.86,1,0.2010968244431994,70.0,70.0,1,1,0
46,fixedK80,80,1,0.7466666666666667,1,0.21305771975661628,80.0,80.0,1,1,0
46,unified_a001,40,1,0.8033333333333333,1,0.1735985040198951,64.78333333333333,80.0,1,1,0
47,fixedK30,30,1,0.9545454545454546,1,0.1017672138566897,30.0,30.0,0,1,1
47,fixedK40,40,1,0.8166666666666667,1,0.12581138416323182,40.0,40.0,1,1,0
47,fixedK50,50,1,0.7866666666666666,1,0.13886822031016588,50.0,50.0,1,1,0
47,fixedK60,60,1,0.81,1,0.15520730842004316,60.0,60.0,1,1,0
47,fixedK70,70,1,0.8466666666666667,1,0.15510405335338873,70.0,70.0,1,1,0
47,fixedK80,80,1,0.4266666666666667,1,0.19904404975332,80.0,80.0,1,1,0
47,unified_a001,40,1,0.78,1,0.16842676390323807,68.28333333333333,80.0,1,1,0
48,fixedK30,30,1,0.8466666666666667,1,0.1058578126700498,30.0,30.0,1,1,0
48,fixedK40,40,1,0.8766666666666667,1,0.1276780612633714,40.0,40.0,1,1,0
48,fixedK50,50,1,0.8366666666666667,1,0.1370208746900001,50.0,50.0,1,1,0
48,fixedK60,60,1,0.8933333333333333,1,0.16445345360669308,60.0,60.0,1,1,0
48,fixedK70,70,1,0.76,1,0.17613227370999085,70.0,70.0,1,1,0
48,fixedK80,80,1,0.6933333333333334,1,0.20672076878002069,80.0,80.0,1,1,0
48,unified_a001,40,1,0.68,1,0.18962341080671952,72.95,80.0,1,1,0
49,fixedK30,30,1,0.9566666666666667,1,0.1160649748733825,30.0,30.0,1,1,0
49,fixedK40,40,1,0.8333333333333334,1,0.1348926840367009,40.0,40.0,1,1,0
49,fixedK50,50,1,0.8533333333333334,1,0.14318936835672502,50.0,50.0,1,1,0
49,fixedK60,60,1,0.8166666666666667,1,0.16236028444006176,60.0,60.0,1,1,0
49,fixedK70,70,1,0.78,1,0.17486382986665072,70.0,70.0,1,1,0
49,fixedK80,80,1,0.43666666666666665,1,0.20957527667345857,80.0,80.0,1,1,0
49,unified_a001,40,1,0.8033333333333333,1,0.1721527216934313,67.86666666666666,80.0,1,1,0
