sigma_y,seed,method,K,success,success_reached,fall_down,time_to_upright,fail_step,upright_fraction,longest_upright_streak,fail_practical,infeasible_step_rate,fallback_episode,avg_solve_time,mean_K_used,max_K_used,mean_lambda_min,mean_tau,mean_d90,mean_C_size
0.0,20,fixedK60,60,1,1,0,19,-1,1.0,300,1,0.8033333333333333,1.0,0.17189912400001656,60.0,60.0,0.1909487588308992,nan,nan,nan
0.0,20,fixedK70,70,1,1,0,19,-1,1.0,300,1,0.8366666666666667,1.0,0.2010314680999818,70.0,70.0,0.3379507499789912,nan,nan,nan
0.0,20,fixedK80,80,1,1,0,19,-1,1.0,300,1,0.6966666666666667,1.0,0.21415934314003002,80.0,80.0,0.6569943337633198,nan,nan,nan
0.0,20,unified_a001,40,1,1,0,19,-1,1.0,300,1,0.7666666666666667,1.0,0.18016893317004057,64.9,75.0,0.2740649470160701,9.013587652923228,60.68014363990992,577.0
0.0,21,fixedK30,30,1,1,0,19,-1,1.0,300,1,0.9533333333333334,1.0,0.1227294419367081,30.0,30.0,0.10953116382425039,nan,nan,nan
0.0,21,fixedK40,40,1,1,0,19,-1,1.0,300,1,0.9433333333333334,1.0,0.14501397124668378,40.0,40.0,0.1435761668910909,nan,nan,nan
0.0,21,fixedK50,50,1,1,0,19,-1,1.0,300,1,0.8466666666666667,1.0,0.15676855943662607,50.0,50.0,0.14841862885599585,nan,nan,nan
0.0,21,fixedK60,60,1,1,0,19,-1,1.0,300,1,0.8966666666666666,1.0,0.17718184028334083,60.0,60.0,0.2229575677622563,nan,nan,nan
0.0,21,fixedK70,70,1,1,0,19,-1,1.0,300,1,0.8333333333333334,1.0,0.20099638803996034,70.0,70.0,0.26176338024669216,nan,nan,nan
0.0,21,fixedK80,80,1,1,0,19,-1,1.0,300,1,0.8533333333333334,1.0,0.2056655570766634,80.0,80.0,0.3689458773831776,nan,nan,nan
0.0,21,unified_a001,40,1,1,0,19,-1,1.0,300,1,0.85,1.0,0.18858374679996814,64.08333333333333,75.0,0.22909432801650154,8.966752975903121,60.65606444294729,577.0
0.0,22,fixedK30,30,1,1,0,19,-1,1.0,300,1,0.9,1.0,0.112331642073356,30.0,30.0,0.08039148957927542,nan,nan,nan
0.0,22,fixedK40,40,1,1,0,19,-1,1.0,300,1,0.8933333333333333,1.0,0.13894499082663364,40.0,40.0,0.12007039132085076,nan,nan,nan
0.0,22,fixedK50,50,1,1,0,19,-1,1.0,300,1,0.8366666666666667,1.0,0.15099231918664371,50.0,50.0,0.16018131325798915,nan,nan,nan
0.0,22,fixedK60,60,1,1,0,19,-1,1.0,300,1,0.8533333333333334,1.0,0.17827804903334557,60.0,60.0,0.20588632705232887,nan,nan,nan
0.0,22,fixedK70,70,1,1,0,19,-1,1.0,300,1,0.7833333333333333,1.0,0.18962925054999383,70.0,70.0,0.30892375185802656,nan,nan,nan
0.0,22,fixedK80,80,1,1,0,19,-1,1.0,300,1,0.89,1.0,0.2420016151833564,80.0,80.0,0.4030552337219945,nan,nan,nan
0.0,22,unified_a001,40,1,1,0,19,-1,1.0,300,1,0.83,1.0,0.20077369959330402,64.86666666666666,80.0,0.2711666614417124,8.985694070418281,60.62327852581042,577.0
0.0,23,fixedK30,30,1,1,0,19,-1,0.96,288,1,0.94,1.0,0.12681185378666063,30.0,30.0,0.3296267619099811,nan,nan,nan
