sigma_y,seed,method,success,success_reached,fall_down,time_to_upright,fail_step,avg_solve_time,mean_K_used,max_K_used,certificate_rate,mean_tau,mean_d90,mean_C_size,upright_fraction,longest_upright_streak,fall_event_count,local_min_cands,local_max_cands
0.03,38,fixedK40,0,1,1,58,82,0.09731075257069141,40.0,40.0,nan,nan,nan,nan,0.19339622641509435,34,3,100,1000
0.03,38,unified_a001,0,1,1,133,223,0.10954849733004267,44.13333333333333,85.0,1.0,22.716043053158856,71.74272648973341,577.0,0.42,98,1,100,1000
0.03,39,fixedK40,0,1,1,124,187,0.11042235921001824,40.0,40.0,nan,nan,nan,nan,0.4866666666666667,68,2,100,1000
0.03,39,unified_a001,1,1,0,245,-1,0.10460340416003419,42.78333333333333,75.0,1.0,26.530038235699575,73.80036613599837,577.0,0.24666666666666667,74,0,100,1000
0.03,40,fixedK40,0,1,1,64,137,0.10793079709334658,40.0,40.0,nan,nan,nan,nan,0.7,126,1,100,1000
0.03,40,unified_a001,0,0,0,300,-1,0.09173796401330947,40.3,70.0,1.0,31.257601079968953,78.6284933759503,577.0,0.07,11,1,100,1000
0.03,41,fixedK40,1,1,0,67,-1,0.11597548973002934,40.0,40.0,nan,nan,nan,nan,0.8266666666666667,248,1,100,1000
0.03,41,unified_a001,0,1,1,70,154,0.11989987952281872,45.87719298245614,90.0,1.0,19.108705685199485,69.54578925383794,577.0,0.5578947368421052,94,2,100,1000
0.03,42,fixedK40,0,1,1,60,225,0.11681888972667669,40.0,40.0,nan,nan,nan,nan,0.68,175,1,100,1000
0.03,42,unified_a001,1,1,0,134,-1,0.11785497194994908,46.1,75.0,1.0,18.74503707728559,68.28727732611583,577.0,0.5833333333333334,175,1,100,1000
0.03,43,fixedK40,0,1,1,150,215,0.09967025862668379,40.0,40.0,nan,nan,nan,nan,0.27666666666666667,75,2,100,1000
0.03,43,unified_a001,0,1,1,61,70,0.09612880391666598,41.016666666666666,75.0,1.0,30.282013876462074,75.0230596981231,577.0,0.08333333333333333,20,2,100,1000
0.03,44,fixedK40,1,1,0,123,-1,0.10778848208000151,40.0,40.0,nan,nan,nan,nan,0.6533333333333333,196,0,100,1000
0.03,44,unified_a001,0,1,1,57,253,0.12628757234332927,48.483333333333334,85.0,1.0,13.541076280086582,65.01591135850782,577.0,0.72,208,1,100,1000
0.03,45,fixedK40,0,1,1,66,161,0.110045154290007,40.0,40.0,nan,nan,nan,nan,0.6466666666666666,105,1,100,1000
0.03,45,unified_a001,1,1,0,291,-1,0.10543253487998602,42.65,80.0,1.0,29.201889827823845,74.51871668269115,577.0,0.24,28,3,100,1000
0.03,46,fixedK40,1,1,0,55,-1,0.11777507821332317,40.0,40.0,nan,nan,nan,nan,0.88,264,0,100,1000
0.03,46,unified_a001,0,1,1,53,262,0.13690744468665192,53.25,85.0,1.0,19.509253801343625,64.30649093538341,577.0,0.73,202,2,100,1000
0.03,47,fixedK40,0,1,1,82,243,0.09944672072000382,40.0,40.0,nan,nan,nan,nan,0.5966666666666667,172,2,100,1000
0.03,47,unified_a001,1,1,0,100,-1,0.1564280241633393,56.333333333333336,85.0,1.0,17.677609926953075,65.74720246668599,577.0,0.7466666666666667,219,1,100,1000
0.03,48,fixedK40,1,1,0,68,-1,0.12002520886214589,40.0,40.0,nan,nan,nan,nan,0.3448275862068966,30,1,100,1000
0.03,48,unified_a001,0,1,1,67,81,0.12479911601997629,52.766666666666666,80.0,1.0,17.116997562488372,64.3218583134562,577.0,0.68,178,1,100,1000
0.03,49,fixedK40,0,1,1,68,93,0.09680973237999448,40.0,40.0,nan,nan,nan,nan,0.47,103,1,100,1000
0.03,49,unified_a001,1,1,0,63,-1,0.13125536137333862,60.25,80.0,1.0,11.49429422536938,61.11384829024059,577.0,0.8533333333333334,256,0,100,1000
0.04,0,fixedK40,0,1,1,65,84,0.09391759446666886,40.0,40.0,nan,nan,nan,nan,0.33,71,2,100,1000
0.04,0,unified_a001,1,1,0,71,-1,0.13846727263999734,57.31666666666667,85.0,1.0,13.705514077224263,61.82384393934535,577.0,0.8266666666666667,248,0,100,1000
0.04,1,fixedK40,1,1,0,71,-1,0.10560037198332793,40.0,40.0,nan,nan,nan,nan,0.8266666666666667,248,0,100,1000
0.04,1,unified_a001,1,1,0,65,-1,0.12047414555335005,51.983333333333334,85.0,1.0,12.355827042255033,63.47663801644283,577.0,0.8466666666666667,254,0,100,1000
0.04,2,fixedK40,1,1,0,58,-1,0.10868456057330453,40.0,40.0,nan,nan,nan,nan,0.87,261,0,100,1000
0.04,2,unified_a001,0,1,1,56,92,0.10255331168668515,43.35,95.0,1.0,23.744083040251596,72.821678391154,577.0,0.31333333333333335,46,2,100,1000
0.04,3,fixedK40,0,1,1,56,115,0.10159085078332888,40.0,40.0,nan,nan,nan,nan,0.5466666666666666,96,1,100,1000
0.04,3,unified_a001,0,1,1,52,204,0.1290013102186443,47.007168458781365,80.0,1.0,15.354631934141729,65.85451503650047,577.0,0.6810035842293907,161,2,100,1000
0.04,4,fixedK40,0,0,0,300,-1,0.0876169067700054,40.0,40.0,nan,nan,nan,nan,0.04666666666666667,14,1,100,1000
0.04,4,unified_a001,1,1,0,158,-1,0.11380551915331429,44.983333333333334,85.0,1.0,18.992521180292773,68.73868853662117,577.0,0.5366666666666666,145,3,100,1000
0.04,5,fixedK40,0,1,1,70,91,0.0993368613933156,40.0,40.0,nan,nan,nan,nan,0.48,102,2,100,1000
0.04,5,unified_a001,0,1,1,62,98,0.11420388653337189,43.166666666666664,80.0,1.0,25.401267212323273,72.55679623074347,577.0,0.30666666666666664,46,3,100,1000
0.04,6,fixedK40,0,1,1,81,204,0.11120851847000873,40.0,40.0,nan,nan,nan,nan,0.48,133,1,100,1000
0.04,6,unified_a001,0,1,1,73,279,0.14031602207670402,49.71666666666667,85.0,1.0,15.376031519980236,64.96081123332115,577.0,0.72,216,1,100,1000
0.04,7,fixedK40,0,1,1,61,74,0.10237622176312614,40.0,40.0,nan,nan,nan,nan,0.4789473684210526,67,2,100,1000
0.04,7,unified_a001,0,1,1,86,193,0.12448426140998588,46.85,80.0,1.0,26.098105149658377,70.46715388367637,577.0,0.4033333333333333,116,2,100,1000
0.04,8,fixedK40,0,1,1,143,228,0.10270221473668244,40.0,40.0,nan,nan,nan,nan,0.4166666666666667,95,1,100,1000
0.04,8,unified_a001,1,1,0,276,-1,0.09814281483667704,41.35,70.0,1.0,27.513672744845195,74.74422465360556,577.0,0.20333333333333334,43,1,100,1000
0.04,9,fixedK40,1,1,0,54,-1,0.10802677747999345,40.0,40.0,nan,nan,nan,nan,0.8833333333333333,265,0,100,1000
0.04,9,unified_a001,0,0,0,300,-1,0.08277072531581996,40.78947368421053,75.0,1.0,39.93735716289166,83.89496973190661,577.0,0.10526315789473684,5,2,100,1000
0.04,10,fixedK40,0,1,1,53,80,0.10274274081820524,40.0,40.0,nan,nan,nan,nan,0.5133689839572193,59,2,100,1000
0.04,10,unified_a001,1,1,0,97,-1,0.13583829227332292,53.55,90.0,1.0,14.971879841408473,63.83415784448465,577.0,0.76,222,1,100,1000
0.04,11,fixedK40,1,1,0,59,-1,0.11817169849000189,40.0,40.0,nan,nan,nan,nan,0.8666666666666667,260,0,100,1000
0.04,11,unified_a001,1,1,0,76,-1,0.1429705348366891,55.96666666666667,85.0,1.0,12.621789661592656,60.38989514030223,577.0,0.8366666666666667,243,1,100,1000
0.04,12,fixedK40,0,1,1,66,243,0.10821142931335695,40.0,40.0,nan,nan,nan,nan,0.67,188,1,100,1000
0.04,12,unified_a001,0,1,1,66,188,0.11330013916665849,45.15,85.0,1.0,18.756321353951638,68.27668391781631,577.0,0.55,133,3,100,1000
0.04,13,fixedK40,1,1,0,65,-1,0.11530448512663498,40.0,40.0,nan,nan,nan,nan,0.8466666666666667,254,0,100,1000
0.04,13,unified_a001,1,1,0,123,-1,0.13188620637666038,52.8,85.0,1.0,20.236564424174812,66.74391849704044,577.0,0.68,196,1,100,1000
0.04,14,fixedK40,0,1,1,53,201,0.10867540294001023,40.0,40.0,nan,nan,nan,nan,0.5566666666666666,156,2,100,1000
0.04,14,unified_a001,0,0,0,300,-1,0.08697128691997628,40.96666666666667,80.0,1.0,32.95445268826795,78.29113810250173,577.0,0.07,10,2,100,1000
0.04,15,fixedK40,0,1,1,73,106,0.10501028860668764,40.0,40.0,nan,nan,nan,nan,0.19333333333333333,45,2,100,1000
0.04,15,unified_a001,0,0,0,300,-1,0.10317519914670811,40.78333333333333,75.0,1.0,33.17578132716787,78.00136662402656,577.0,0.14333333333333334,19,4,100,1000
0.04,16,fixedK40,1,1,0,103,-1,0.12357988594669526,40.0,40.0,nan,nan,nan,nan,0.74,216,1,100,1000
0.04,16,unified_a001,0,1,1,86,102,0.11083872582332939,42.416666666666664,75.0,1.0,30.397578781543793,75.60866844664363,577.0,0.15666666666666668,26,4,100,1000
0.04,17,fixedK40,0,0,0,300,-1,0.10519895989283766,40.0,40.0,nan,nan,nan,nan,0.19642857142857142,19,2,100,1000
0.04,17,unified_a001,0,1,1,113,126,0.12834914541333697,42.71666666666667,80.0,1.0,26.905606715247913,72.2542556025583,577.0,0.3233333333333333,67,2,100,1000
0.04,18,fixedK40,0,1,1,189,219,0.11952919056332273,40.0,40.0,nan,nan,nan,nan,0.13333333333333333,40,1,100,1000
0.04,18,unified_a001,0,0,0,300,-1,0.10143942971668367,40.55,75.0,1.0,32.30473060758797,79.63237467492014,577.0,0.09,11,3,100,1000
0.04,19,fixedK40,1,1,0,58,-1,0.12024851070334383,40.0,40.0,nan,nan,nan,nan,0.87,261,0,100,1000
0.04,19,unified_a001,0,1,1,60,83,0.11385242955332614,43.083333333333336,80.0,1.0,22.040710365801267,69.65769281276198,577.0,0.35333333333333333,51,4,100,1000
0.04,20,fixedK40,1,1,0,127,-1,0.1206682058699971,40.0,40.0,nan,nan,nan,nan,0.62,167,4,100,1000
0.04,20,unified_a001,1,1,0,136,-1,0.13416493544666386,46.36666666666667,75.0,1.0,16.31351055936223,65.68870008591722,577.0,0.6433333333333333,178,2,100,1000
0.04,21,fixedK40,0,1,1,69,121,0.11011749693331088,40.0,40.0,nan,nan,nan,nan,0.36,61,3,100,1000
0.04,21,unified_a001,0,0,0,300,-1,0.11659349966671431,41.794871794871796,75.0,1.0,31.332383884493428,76.03844127060245,577.0,0.2222222222222222,16,2,100,1000
0.04,22,fixedK40,0,1,1,53,226,0.11915284193330687,40.0,40.0,nan,nan,nan,nan,0.6633333333333333,185,2,100,1000
0.04,22,unified_a001,0,1,1,56,196,0.12977186028669774,46.416666666666664,80.0,1.0,19.380284155501666,69.10878026907494,577.0,0.5,150,1,100,1000
0.04,23,fixedK40,1,1,0,109,-1,0.12556382363333796,40.0,40.0,nan,nan,nan,nan,0.7,210,0,100,1000
0.04,23,unified_a001,0,1,1,70,164,0.13229002640668114,49.38333333333333,85.0,1.0,24.195010796778718,67.77732697738111,577.0,0.4866666666666667,105,2,100,1000
0.04,24,fixedK40,0,0,0,300,-1,0.10007164369410876,40.0,40.0,nan,nan,nan,nan,0.11764705882352941,10,1,100,1000
0.04,24,unified_a001,1,1,0,157,-1,0.13622387958998539,49.7,85.0,1.0,19.63390340258616,65.74974355986916,577.0,0.6033333333333334,162,1,100,1000
0.04,25,fixedK40,1,1,0,56,-1,0.1297187116533314,40.0,40.0,nan,nan,nan,nan,0.8766666666666667,263,0,100,1000
0.04,25,unified_a001,0,1,1,50,136,0.12673019013666212,44.15,80.0,1.0,24.23442780909132,71.66703429099896,577.0,0.38666666666666666,96,3,100,1000
0.04,26,fixedK40,0,1,1,115,150,0.1113254105633617,40.0,40.0,nan,nan,nan,nan,0.19,45,3,100,1000
0.04,26,unified_a001,0,1,1,80,227,0.13970913400335425,47.833333333333336,80.0,1.0,19.950756821122493,65.52114905633054,577.0,0.5766666666666667,158,2,100,1000
0.04,27,fixedK40,0,1,1,52,166,0.11681641834675853,40.0,40.0,nan,nan,nan,nan,0.43333333333333335,124,2,100,1000
0.04,27,unified_a001,0,1,1,51,121,0.14788533500333265,49.983333333333334,95.0,1.0,15.22566085328288,63.80592895496098,577.0,0.7,130,2,100,1000
0.04,28,fixedK40,0,1,1,53,65,0.11446520118895731,40.0,40.0,nan,nan,nan,nan,0.4888888888888889,66,2,100,1000
0.04,28,unified_a001,0,1,1,64,88,0.1253161423766748,44.53333333333333,85.0,1.0,21.467907918953298,70.21169407062202,577.0,0.49333333333333335,103,2,100,1000
0.04,29,fixedK40,0,1,1,141,226,0.11169963042001352,40.0,40.0,nan,nan,nan,nan,0.37,96,2,100,1000
0.04,29,unified_a001,1,1,0,70,-1,0.14898770919335827,54.43333333333333,90.0,1.0,15.78364628877549,62.097365972749515,577.0,0.7466666666666667,224,1,100,1000
0.04,30,fixedK40,1,1,0,72,-1,0.12373444363671902,40.0,40.0,nan,nan,nan,nan,0.86,247,1,100,1000
0.04,30,unified_a001,0,1,1,53,89,0.14204489542664306,51.4,85.0,1.0,15.797943358605286,65.17546876841145,577.0,0.72,171,1,100,1000
0.04,31,fixedK40,0,1,1,51,155,0.11889426651330723,40.0,40.0,nan,nan,nan,nan,0.47333333333333333,115,2,100,1000
0.04,31,unified_a001,0,1,1,55,105,0.1254921005099063,44.01960784313726,80.0,1.0,23.481328997269888,70.38625995478716,577.0,0.3284313725490196,60,2,100,1000
0.04,32,fixedK40,0,1,1,74,111,0.11645744985339965,40.0,40.0,nan,nan,nan,nan,0.47333333333333333,85,3,100,1000
0.04,32,unified_a001,0,1,1,69,145,0.12416048581998136,45.36666666666667,90.0,1.0,22.409058143367677,70.38496553359187,577.0,0.4533333333333333,88,2,100,1000
0.04,33,fixedK40,0,1,1,69,252,0.12024383140325275,40.0,40.0,nan,nan,nan,nan,0.65,195,1,100,1000
0.04,33,unified_a001,1,1,0,175,-1,0.13144331123339725,45.31666666666667,85.0,1.0,20.222694283210306,69.44419707393295,577.0,0.5333333333333333,144,1,100,1000
0.04,34,fixedK40,1,1,0,122,-1,0.11358084084335132,40.0,40.0,nan,nan,nan,nan,0.71,197,1,100,1000
0.04,34,unified_a001,0,1,1,64,71,0.12907284997662524,46.7,85.0,1.0,23.311967520955694,71.3758882327956,577.0,0.34,82,1,100,1000
0.04,35,fixedK40,0,1,1,83,201,0.10899948360333535,40.0,40.0,nan,nan,nan,nan,0.41,98,2,100,1000
0.04,35,unified_a001,1,1,0,88,-1,0.1567103416765955,57.016666666666666,80.0,1.0,14.08630060233876,61.706488509230354,577.0,0.7966666666666666,231,1,100,1000
0.04,36,fixedK40,0,1,1,57,145,0.11730454727002039,40.0,40.0,nan,nan,nan,nan,0.5985401459854015,101,2,100,1000
0.04,36,unified_a001,0,1,1,59,74,0.1253845874633771,44.46666666666667,80.0,1.0,25.139750201295858,72.44696711073267,577.0,0.32,51,2,100,1000
0.04,37,fixedK40,0,0,0,300,-1,0.11417106090731169,40.0,40.0,nan,nan,nan,nan,0.35185185185185186,19,1,100,1000
0.04,37,unified_a001,1,1,0,128,-1,0.14327612003666823,50.13333333333333,85.0,1.0,18.644301507781716,67.15049755453778,577.0,0.6866666666666666,191,1,100,1000
0.04,38,fixedK40,0,1,1,57,191,0.11544887027332151,40.0,40.0,nan,nan,nan,nan,0.48333333333333334,145,1,100,1000
0.04,38,unified_a001,0,1,1,235,272,0.1123530266333061,42.833333333333336,75.0,1.0,29.3868332115533,77.37147180170122,577.0,0.17666666666666667,44,2,100,1000
0.04,39,fixedK40,0,1,1,63,89,0.11889256065673343,40.0,40.0,nan,nan,nan,nan,0.6529850746268657,138,2,100,1000
0.04,39,unified_a001,0,1,1,69,231,0.12908939321333188,46.6,85.0,1.0,17.131110174913456,67.28835063272248,577.0,0.5966666666666667,170,2,100,1000
0.04,40,fixedK40,0,1,1,74,142,0.11233858434003802,40.0,40.0,nan,nan,nan,nan,0.38333333333333336,79,4,100,1000
0.04,40,unified_a001,1,1,0,273,-1,0.11072721334009354,43.21666666666667,85.0,1.0,29.33157581888046,76.70540089807123,577.0,0.16,46,1,100,1000
0.04,41,fixedK40,0,1,1,258,275,0.10494351183331067,40.0,40.0,nan,nan,nan,nan,0.13666666666666666,28,2,100,1000
0.04,41,unified_a001,1,1,0,117,-1,0.13620371075123774,48.038277511961724,80.0,1.0,24.42256554040005,70.10372148747952,577.0,0.5023923444976076,105,1,100,1000
0.04,42,fixedK40,0,1,1,61,81,0.11234281180331891,40.0,40.0,nan,nan,nan,nan,0.44333333333333336,102,1,100,1000
0.04,42,unified_a001,1,1,0,160,-1,0.12587489918747574,44.80113636363637,80.0,1.0,24.147939532828083,70.43589851646452,577.0,0.3125,29,3,100,1000
0.04,43,fixedK40,0,1,1,130,145,0.10928548679337836,40.0,40.0,nan,nan,nan,nan,0.14,27,3,100,1000
0.04,43,unified_a001,1,1,0,69,-1,0.1561059613700248,57.71666666666667,85.0,1.0,11.705891047307599,60.99080994452549,577.0,0.8533333333333334,250,1,100,1000
0.04,44,fixedK40,0,1,1,57,162,0.11285006444661727,40.0,40.0,nan,nan,nan,nan,0.5466666666666666,118,1,100,1000
0.04,44,unified_a001,0,1,1,61,80,0.11629150044337924,43.516666666666666,75.0,1.0,25.23722127263608,72.70635072533469,577.0,0.32,62,2,100,1000
0.04,45,fixedK40,0,1,1,71,94,0.11237899234664535,40.0,40.0,nan,nan,nan,nan,0.5933333333333334,146,1,100,1000
0.04,45,unified_a001,0,0,0,300,-1,0.09578599021574964,41.07843137254902,70.0,1.0,35.503171880010136,80.34241638863196,577.0,0.029411764705882353,3,1,100,1000
0.04,46,fixedK40,0,1,1,54,60,0.11343902889328698,40.0,40.0,nan,nan,nan,nan,0.55,132,2,100,1000
0.04,46,unified_a001,0,1,1,54,265,0.13603638099328236,48.13333333333333,85.0,1.0,16.235857469793924,65.1748628194784,577.0,0.6833333333333333,99,3,100,1000
0.04,47,fixedK40,0,1,1,69,225,0.11782550850339249,40.0,40.0,nan,nan,nan,nan,0.6666666666666666,166,1,100,1000
0.04,47,unified_a001,1,1,0,65,-1,0.1627117618099995,57.0,90.0,1.0,13.026508976049799,61.83899893389128,577.0,0.8466666666666667,254,0,100,1000
0.04,48,fixedK40,0,1,1,79,111,0.1206568734833066,40.0,40.0,nan,nan,nan,nan,0.6766666666666666,155,2,100,1000
0.04,48,unified_a001,1,1,0,79,-1,0.15311778432662324,51.9,85.0,1.0,12.32934756049334,61.57045296885037,577.0,0.8233333333333334,240,1,100,1000
0.04,49,fixedK40,0,0,0,300,-1,0.10648518882300358,40.0,40.0,nan,nan,nan,nan,0.2230769230769231,16,3,100,1000
0.04,49,unified_a001,0,1,1,66,81,0.12284588803685789,43.06748466257669,70.0,1.0,24.60979247019552,71.08887127580127,577.0,0.3803680981595092,34,2,100,1000
0.05,0,fixedK40,0,1,1,155,268,0.11711611762997563,40.0,40.0,nan,nan,nan,nan,0.43333333333333335,123,2,100,1000
0.05,0,unified_a001,0,1,1,60,81,0.1423743849157869,48.77104377104377,85.0,1.0,15.656633201128944,65.37081255482296,577.0,0.6430976430976431,158,2,100,1000
0.05,1,fixedK40,0,1,1,68,85,0.1210508857834005,40.0,40.0,nan,nan,nan,nan,0.5266666666666666,127,2,100,1000
0.05,1,unified_a001,0,0,0,300,-1,0.10375466260670388,40.266666666666666,75.0,1.0,33.438085131928275,78.67990356817296,577.0,0.01,2,2,100,1000
0.05,2,fixedK40,0,0,0,300,-1,0.10455863957135339,40.0,40.0,nan,nan,nan,nan,0.047619047619047616,3,1,100,1000
0.05,2,unified_a001,1,1,0,76,-1,0.15088215557330842,50.78333333333333,80.0,1.0,12.866566548841483,61.65436561519314,577.0,0.83,139,2,100,1000
0.05,3,fixedK40,0,1,1,53,263,0.1283709948666304,40.0,40.0,nan,nan,nan,nan,0.7233333333333334,217,1,100,1000
0.05,3,unified_a001,1,1,0,53,-1,0.1581300637766799,52.61666666666667,90.0,1.0,10.858657578129662,62.46865474413755,577.0,0.8866666666666667,266,0,100,1000
0.05,4,fixedK40,0,1,1,61,170,0.12027151879336088,40.0,40.0,nan,nan,nan,nan,0.49666666666666665,120,2,100,1000
0.05,4,unified_a001,1,1,0,100,-1,0.1347937750585051,44.52127659574468,75.0,1.0,25.000244659138506,70.02438550293903,577.0,0.5478723404255319,72,4,100,1000
0.05,5,fixedK40,0,1,1,68,234,0.12487646834662883,40.0,40.0,nan,nan,nan,nan,0.6166666666666667,178,1,100,1000
0.05,5,unified_a001,0,1,1,60,171,0.14343815124337198,46.2,85.0,1.0,18.014690922205236,65.86354347448845,577.0,0.66,116,1,100,1000
0.05,6,fixedK40,0,1,1,59,137,0.1300033962299373,40.0,40.0,nan,nan,nan,nan,0.71,123,1,100,1000
0.05,6,unified_a001,0,1,1,66,204,0.1395907583533335,46.166666666666664,80.0,1.0,21.053336037399234,67.2578165794885,577.0,0.57,149,1,100,1000
0.05,7,fixedK40,0,1,1,167,250,0.11666396402327034,40.0,40.0,nan,nan,nan,nan,0.2733333333333333,48,4,100,1000
0.05,7,unified_a001,1,1,0,57,-1,0.17138621265660428,53.13333333333333,80.0,1.0,13.675999077329799,61.12319846011858,577.0,0.87,195,1,100,1000
0.05,8,fixedK40,0,1,1,72,196,0.12429374022335954,40.0,40.0,nan,nan,nan,nan,0.61,134,1,100,1000
0.05,8,unified_a001,0,1,1,86,201,0.13568837447329618,46.06666666666667,75.0,1.0,21.787786246510187,68.12348116201152,577.0,0.4766666666666667,122,3,100,1000
0.05,9,fixedK40,1,1,0,52,-1,0.12958366460669518,40.0,40.0,nan,nan,nan,nan,0.8266666666666667,248,1,100,1000
0.05,9,unified_a001,0,1,1,65,172,0.14356120289998217,46.8,80.0,1.0,20.30499821430754,67.06619569439819,577.0,0.55,69,4,100,1000
0.05,10,fixedK40,1,1,0,220,-1,0.11432175503669594,40.0,40.0,nan,nan,nan,nan,0.37666666666666665,99,1,100,1000
0.05,10,unified_a001,0,1,1,53,172,0.1313275313867113,45.0,85.0,1.0,18.931288454152412,68.94697040639764,577.0,0.4533333333333333,129,1,100,1000
0.05,11,fixedK40,0,1,1,51,117,0.10966776198009635,40.0,40.0,nan,nan,nan,nan,0.2833333333333333,79,2,100,1000
0.05,11,unified_a001,1,1,0,77,-1,0.1653435919467059,52.0,80.0,1.0,14.553008821141624,61.096850217916426,577.0,0.8333333333333334,122,2,100,1000
0.05,12,fixedK40,1,1,0,67,-1,0.13594219611662994,40.0,40.0,nan,nan,nan,nan,0.8266666666666667,239,2,100,1000
0.05,12,unified_a001,1,1,0,71,-1,0.15427678213340187,49.25,80.0,1.0,16.590876150046473,63.58305933561318,577.0,0.74,222,1,100,1000
0.05,13,fixedK40,0,1,1,68,248,0.125749054693315,40.0,40.0,nan,nan,nan,nan,0.6366666666666667,191,1,100,1000
0.05,13,unified_a001,0,1,1,71,186,0.14952838763326023,49.3,80.0,1.0,20.996663744487545,67.4763241710281,577.0,0.57,128,1,100,1000
0.05,14,fixedK40,1,1,0,57,-1,0.1324054519433412,40.0,40.0,nan,nan,nan,nan,0.8733333333333333,262,0,100,1000
0.05,14,unified_a001,1,1,0,70,-1,0.1600540670966499,53.95,85.0,1.0,14.044328026130287,62.539124016237935,577.0,0.83,249,0,100,1000
0.05,15,fixedK40,0,0,0,300,-1,0.1116748279433341,40.0,40.0,nan,nan,nan,nan,0.12333333333333334,19,3,100,1000
0.05,15,unified_a001,0,0,0,300,-1,0.12274763486993227,41.13333333333333,70.0,1.0,30.352634938345545,75.268110910942,577.0,0.14666666666666667,17,3,100,1000
0.05,16,fixedK40,1,1,0,142,-1,0.12986000003329537,40.0,40.0,nan,nan,nan,nan,0.5166666666666667,74,5,100,1000
0.05,16,unified_a001,0,1,1,74,123,0.13341053512499457,44.140625,70.0,1.0,24.437075794103645,71.49818775846923,577.0,0.4270833333333333,58,3,100,1000
0.05,17,fixedK40,1,1,0,59,-1,0.13158309432340198,40.0,40.0,nan,nan,nan,nan,0.8666666666666667,260,0,100,1000
0.05,17,unified_a001,0,0,0,300,-1,0.10900721331746888,40.79365079365079,70.0,1.0,32.64899739594066,79.9812590077964,577.0,0.07936507936507936,10,1,100,1000
0.05,18,fixedK40,0,1,1,139,189,0.11986129736333775,40.0,40.0,nan,nan,nan,nan,0.4033333333333333,61,1,100,1000
0.05,18,unified_a001,1,1,0,138,-1,0.15118413277994477,49.53333333333333,85.0,1.0,19.550604532483646,66.48107614301598,577.0,0.6033333333333334,181,0,100,1000
0.05,19,fixedK40,1,1,0,217,-1,0.12321584805674017,40.0,40.0,nan,nan,nan,nan,0.41,102,2,100,1000
0.05,19,unified_a001,1,1,0,85,-1,0.15558346669666814,51.8,85.0,1.0,17.297699307229355,63.38641685903617,577.0,0.78,234,0,100,1000
0.05,20,fixedK40,1,1,0,78,-1,0.13009556032000547,40.0,40.0,nan,nan,nan,nan,0.8033333333333333,241,0,100,1000
0.05,20,unified_a001,0,1,1,63,168,0.13748885566332925,45.3,95.0,1.0,23.524596313174396,71.36133730639955,577.0,0.4766666666666667,118,3,100,1000
0.05,21,fixedK40,0,0,0,300,-1,0.10867332356753429,40.0,40.0,nan,nan,nan,nan,0.08108108108108109,7,2,100,1000
0.05,21,unified_a001,0,0,0,300,-1,0.10524890805660107,40.63333333333333,80.0,1.0,32.917146324256116,79.6443225608754,577.0,0.0,0,0,100,1000
0.05,22,fixedK40,1,1,0,54,-1,0.1345414564966692,40.0,40.0,nan,nan,nan,nan,0.8833333333333333,265,0,100,1000
0.05,22,unified_a001,1,1,0,55,-1,0.16636179548002475,52.983333333333334,90.0,1.0,11.578647268573256,61.08162223901025,577.0,0.88,264,0,100,1000
0.05,23,fixedK40,0,1,1,75,87,0.11469039914669944,40.0,40.0,nan,nan,nan,nan,0.19333333333333333,32,2,100,1000
0.05,23,unified_a001,1,1,0,68,-1,0.15879695248668213,52.95,80.0,1.0,13.168368918214899,63.344653639181864,577.0,0.8366666666666667,251,0,100,1000
0.05,24,fixedK40,0,1,1,57,215,0.12903944016332994,40.0,40.0,nan,nan,nan,nan,0.6366666666666667,170,1,100,1000
0.05,24,unified_a001,1,1,0,179,-1,0.13744517487328872,47.93333333333333,85.0,1.0,17.708942406408337,66.47638484700838,577.0,0.5533333333333333,140,3,100,1000
0.05,25,fixedK40,0,1,1,57,63,0.11995301776005969,40.0,40.0,nan,nan,nan,nan,0.22333333333333333,38,3,100,1000
0.05,25,unified_a001,0,1,1,56,104,0.12916030162998746,42.083333333333336,70.0,1.0,26.70960421027202,72.42459512099721,577.0,0.3233333333333333,58,3,100,1000
0.05,26,fixedK40,0,1,1,122,136,0.11205910645328307,40.0,40.0,nan,nan,nan,nan,0.17333333333333334,28,1,100,1000
0.05,26,unified_a001,0,1,1,67,90,0.13002084923031032,43.21212121212121,80.0,1.0,23.483598514257427,71.04708076094352,577.0,0.3515151515151515,31,2,100,1000
0.05,27,fixedK40,0,1,1,55,98,0.11234435971994874,40.0,40.0,nan,nan,nan,nan,0.24666666666666667,55,2,100,1000
0.05,27,unified_a001,1,1,0,52,-1,0.15979512417006844,51.45,80.0,1.0,10.548662389578105,61.62898730250232,577.0,0.89,267,0,100,1000
0.05,28,fixedK40,0,1,1,140,213,0.12194426072663797,40.0,40.0,nan,nan,nan,nan,0.37,85,3,100,1000
0.05,28,unified_a001,0,1,1,152,169,0.11541834690670537,42.03333333333333,75.0,1.0,30.82938856595667,77.46719795065195,577.0,0.14333333333333334,28,3,100,1000
0.05,29,fixedK40,1,1,0,68,-1,0.12865192514334314,40.0,40.0,nan,nan,nan,nan,0.8333333333333334,157,1,100,1000
0.05,29,unified_a001,0,1,1,67,78,0.1677278571571397,50.851528384279476,80.0,1.0,20.934072133823534,65.23134122749971,577.0,0.5545851528384279,106,2,100,1000
