sigma_y,seed,method,success,success_reached,fall_down,time_to_upright,fail_step,avg_solve_time,mean_K_used,max_K_used,certificate_rate,mean_tau,mean_d90,mean_C_size,upright_fraction,longest_upright_streak,fall_event_count,local_min_cands,local_max_cands
0.05,30,fixedK40,0,1,1,52,129,0.12925380335203987,40.0,40.0,nan,nan,nan,nan,0.5352112676056338,87,3,100,1000
0.05,30,unified_a001,1,1,0,57,-1,0.16273262457336388,54.15,85.0,1.0,13.113831084913649,60.39307464225227,577.0,0.8733333333333333,262,0,100,1000
0.05,31,fixedK40,1,1,0,242,-1,0.11478077637339083,40.0,40.0,nan,nan,nan,nan,0.3433333333333333,77,3,100,1000
0.05,31,unified_a001,1,1,0,53,-1,0.1657236820699897,54.11666666666667,80.0,1.0,13.33981011427715,60.52797472893782,577.0,0.8866666666666667,266,0,100,1000
0.05,32,fixedK40,1,1,0,218,-1,0.12109488347996375,40.0,40.0,nan,nan,nan,nan,0.4633333333333333,101,3,100,1000
0.05,32,unified_a001,0,1,1,73,157,0.12555350094220355,44.46666666666667,85.0,1.0,22.992232039918875,71.27595597551586,577.0,0.48444444444444446,95,3,100,1000
0.05,33,fixedK40,0,1,1,140,180,0.12114225072660702,40.0,40.0,nan,nan,nan,nan,0.45,74,3,100,1000
0.05,33,unified_a001,0,1,1,63,128,0.13383446999006993,47.05,85.0,1.0,17.728763341847884,67.00439582126624,577.0,0.6033333333333334,77,4,100,1000
0.05,34,fixedK40,1,1,0,62,-1,0.13422353361662923,40.0,40.0,nan,nan,nan,nan,0.8566666666666667,257,0,100,1000
0.05,34,unified_a001,0,0,0,300,-1,0.15468788944892775,47.6530612244898,75.0,1.0,28.930110223638525,74.21802855688185,577.0,0.30612244897959184,15,1,100,1000
0.05,35,fixedK40,1,1,0,60,-1,0.1353538276300363,40.0,40.0,nan,nan,nan,nan,0.8633333333333333,259,0,100,1000
0.05,35,unified_a001,0,1,1,147,254,0.13329244306003601,43.916666666666664,90.0,1.0,21.81127883126068,69.66532957674974,577.0,0.42,117,2,100,1000
0.05,36,fixedK40,0,1,1,53,88,0.131629143520308,40.0,40.0,nan,nan,nan,nan,0.3583815028901734,42,2,100,1000
0.05,36,unified_a001,0,1,1,51,71,0.13989025746327874,46.81666666666667,85.0,1.0,20.28317199027715,68.25893072568988,577.0,0.53,133,3,100,1000
0.05,37,fixedK40,1,1,0,65,-1,0.13301782819661942,40.0,40.0,nan,nan,nan,nan,0.8466666666666667,254,0,100,1000
0.05,37,unified_a001,0,1,1,162,240,0.13118358658005794,43.766666666666666,90.0,1.0,23.057233577155746,70.68618119471694,577.0,0.41333333333333333,90,2,100,1000
0.05,38,fixedK40,1,1,0,101,-1,0.13906890470000993,40.0,40.0,nan,nan,nan,nan,0.76,218,1,100,1000
0.05,38,unified_a001,1,1,0,62,-1,0.15985310307002995,51.46666666666667,85.0,1.0,10.596078573668798,62.11982904000133,577.0,0.8566666666666667,257,0,100,1000
0.05,39,fixedK40,1,1,0,132,-1,0.13020877597335737,40.0,40.0,nan,nan,nan,nan,0.65,187,1,100,1000
0.05,39,unified_a001,1,1,0,51,-1,0.1622498653497364,49.88593155893536,80.0,1.0,14.929344051180106,61.92389693182635,577.0,0.8517110266159695,202,2,100,1000
0.05,40,fixedK40,1,1,0,226,-1,0.11853712695334252,40.0,40.0,nan,nan,nan,nan,0.31,93,0,100,1000
0.05,40,unified_a001,1,1,0,62,-1,0.15767459918002108,51.916666666666664,80.0,1.0,13.981651124763612,60.37146190562135,577.0,0.8566666666666667,257,0,100,1000
0.05,41,fixedK40,1,1,0,87,-1,0.12129515207335013,40.0,40.0,nan,nan,nan,nan,0.7733333333333333,232,0,100,1000
0.05,41,unified_a001,1,1,0,216,-1,0.12224979817004472,46.0,80.0,1.0,23.839571935409726,71.56832877608907,577.0,0.38666666666666666,103,1,100,1000
0.05,42,fixedK40,1,1,0,47,-1,0.123234557768343,40.0,40.0,nan,nan,nan,nan,0.8807017543859649,251,1,100,1000
0.05,42,unified_a001,0,0,0,300,-1,0.10593131979406761,43.529411764705884,75.0,1.0,36.249725180941574,82.04739367148115,577.0,0.17647058823529413,6,1,100,1000
0.05,43,fixedK40,0,1,1,51,91,0.12249001393232824,40.0,40.0,nan,nan,nan,nan,0.5765124555160143,113,2,100,1000
0.05,43,unified_a001,0,1,1,67,143,0.12907628373003413,44.18333333333333,80.0,1.0,25.534943797383892,69.22153842646694,577.0,0.39,86,4,100,1000
0.05,44,fixedK40,0,1,1,59,206,0.12162949223001608,40.0,40.0,nan,nan,nan,nan,0.5433333333333333,159,2,100,1000
0.05,44,unified_a001,1,1,0,54,-1,0.1536392460133902,49.43333333333333,85.0,1.0,14.121724522967785,63.00678177430612,577.0,0.8066666666666666,162,3,100,1000
0.05,45,fixedK40,0,1,1,69,81,0.1190200396833158,40.0,40.0,nan,nan,nan,nan,0.37666666666666665,89,1,100,1000
0.05,45,unified_a001,1,1,0,64,-1,0.16249983293999928,51.35,90.0,1.0,12.224121062990188,62.44662381404758,577.0,0.85,255,0,100,1000
0.05,46,fixedK40,0,1,1,69,201,0.13483518557672747,40.0,40.0,nan,nan,nan,nan,0.6033333333333334,145,5,100,1000
0.05,46,unified_a001,0,1,1,50,266,0.15644781110665765,49.21666666666667,85.0,1.0,13.815547748008472,65.05773350674029,577.0,0.76,228,1,100,1000
0.05,47,fixedK40,0,1,1,71,216,0.1282159309700243,40.0,40.0,nan,nan,nan,nan,0.6466666666666666,155,1,100,1000
0.05,47,unified_a001,0,1,1,78,88,0.1181171704133097,41.583333333333336,80.0,1.0,29.33946019685218,78.3054621731247,577.0,0.08666666666666667,20,2,100,1000
0.05,48,fixedK40,0,1,1,76,123,0.13324517759000323,40.0,40.0,nan,nan,nan,nan,0.6533333333333333,130,2,100,1000
0.05,48,unified_a001,0,1,1,61,71,0.12420268874662725,40.86666666666667,70.0,1.0,28.384331035368493,74.11147847206075,577.0,0.13333333333333333,21,3,100,1000
0.05,49,fixedK40,0,1,1,62,178,0.13050367007746208,40.0,40.0,nan,nan,nan,nan,0.5736434108527132,127,2,100,1000
0.05,49,unified_a001,0,1,1,79,270,0.16224384820671428,53.05,80.0,1.0,18.669548286235074,62.56320157901479,577.0,0.72,203,2,100,1000
0.06,0,fixedK40,0,1,1,72,261,0.1379357444233028,40.0,40.0,nan,nan,nan,nan,0.6366666666666667,139,5,100,1000
0.06,0,unified_a001,0,1,1,73,209,0.13884745152660496,45.483333333333334,80.0,1.0,21.809206237610795,67.75860765052796,577.0,0.53,149,2,100,1000
0.06,1,fixedK40,0,0,0,300,-1,0.11918989027661761,40.0,40.0,nan,nan,nan,nan,0.21333333333333335,15,4,100,1000
0.06,1,unified_a001,0,1,1,162,170,0.1292573645733137,42.05,80.0,1.0,29.613114701487333,73.64666668845281,577.0,0.17666666666666667,27,3,100,1000
0.06,2,fixedK40,1,1,0,58,-1,0.1393347316667132,40.0,40.0,nan,nan,nan,nan,0.87,261,0,100,1000
0.06,2,unified_a001,1,1,0,54,-1,0.1633403869232946,49.4,85.0,1.0,12.674434131973063,62.970038867740534,577.0,0.8166666666666667,88,4,100,1000
0.06,3,fixedK40,1,1,0,52,-1,0.1436598987300325,40.0,40.0,nan,nan,nan,nan,0.89,267,0,100,1000
0.06,3,unified_a001,0,1,1,53,227,0.16127980552669519,52.7,85.0,1.0,19.701406820518034,65.9837204742522,577.0,0.6333333333333333,186,1,100,1000
0.06,4,fixedK40,0,0,0,300,-1,0.1185859121339945,40.0,40.0,nan,nan,nan,nan,0.10714285714285714,9,2,100,1000
0.06,4,unified_a001,1,1,0,163,-1,0.14355548831269765,46.92727272727273,80.0,1.0,21.034998209383218,69.1845442195391,577.0,0.5272727272727272,125,3,100,1000
0.06,5,fixedK40,0,1,1,66,86,0.11446299760998954,40.0,40.0,nan,nan,nan,nan,0.15666666666666668,30,2,100,1000
0.06,5,unified_a001,1,1,0,49,-1,0.11879757723657927,42.09090909090909,70.0,1.0,30.704858111563322,76.79911295868328,577.0,0.38181818181818183,21,1,100,1000
0.06,6,fixedK40,1,1,0,64,-1,0.12665557163327928,40.0,40.0,nan,nan,nan,nan,0.85,255,0,100,1000
0.06,6,unified_a001,0,1,1,64,214,0.12190748375001324,43.083333333333336,70.0,1.0,24.136002807020173,69.8468368868369,577.0,0.45666666666666667,113,3,100,1000
0.06,7,fixedK40,0,1,1,63,221,0.11383986846332239,40.0,40.0,nan,nan,nan,nan,0.5566666666666666,167,1,100,1000
0.06,7,unified_a001,0,1,1,244,272,0.10587689155663611,41.38333333333333,90.0,1.0,29.002819006470922,76.61330262370429,577.0,0.16333333333333333,39,2,100,1000
0.06,8,fixedK40,1,1,0,105,-1,0.11292082413839474,40.0,40.0,nan,nan,nan,nan,0.3584905660377358,57,1,100,1000
0.06,8,unified_a001,0,0,0,300,-1,0.09967947832086244,40.283018867924525,70.0,1.0,35.784693366587774,82.8794960385284,577.0,0.03773584905660377,3,2,100,1000
0.06,9,fixedK40,0,0,0,300,-1,0.10064709302129446,40.0,40.0,nan,nan,nan,nan,0.09574468085106383,6,2,100,1000
0.06,9,unified_a001,1,1,0,222,-1,0.11566073318995526,42.53333333333333,80.0,1.0,25.040165432097254,72.94765351903612,577.0,0.35,97,1,100,1000
0.06,10,fixedK40,0,1,1,62,71,0.116917695486718,40.0,40.0,nan,nan,nan,nan,0.43666666666666665,111,1,100,1000
0.06,10,unified_a001,1,1,0,107,-1,0.12293304232046864,41.7578125,75.0,1.0,29.059616614648668,73.44814657698922,577.0,0.3046875,24,3,100,1000
0.06,11,fixedK40,0,1,1,67,79,0.12787575346339508,40.0,40.0,nan,nan,nan,nan,0.5666666666666667,137,3,100,1000
0.06,11,unified_a001,1,1,0,54,-1,0.14564750333005577,49.61666666666667,90.0,1.0,11.191094915769385,62.851215997027396,577.0,0.8466666666666667,254,1,100,1000
0.06,12,fixedK40,0,0,0,300,-1,0.10642611050009335,40.0,40.0,nan,nan,nan,nan,0.10869565217391304,5,1,100,1000
0.06,12,unified_a001,0,1,1,66,131,0.19198493362333466,45.56666666666667,85.0,1.0,20.671220478684962,67.27699165043688,577.0,0.52,77,3,100,1000
0.06,13,fixedK40,0,0,0,300,-1,0.1674953491110096,40.0,40.0,nan,nan,nan,nan,0.1111111111111111,5,1,100,1000
0.06,13,unified_a001,0,1,1,78,91,0.17955179058170465,41.97718631178707,70.0,1.0,32.22110753687989,78.56881698741851,577.0,0.12167300380228137,22,3,100,1000
0.06,14,fixedK40,0,1,1,62,77,0.1898360558699581,40.0,40.0,nan,nan,nan,nan,0.5233333333333333,131,1,100,1000
0.06,14,unified_a001,0,0,0,300,-1,0.15043419676324143,40.516666666666666,70.0,1.0,34.32943965382343,80.79493613683569,577.0,0.02666666666666667,8,1,100,1000
0.06,15,fixedK40,0,1,1,79,171,0.16555165898339208,40.0,40.0,nan,nan,nan,nan,0.3933333333333333,103,3,100,1000
0.06,15,unified_a001,0,1,1,64,125,0.1771138154233146,42.983333333333334,85.0,1.0,28.313723199935243,76.0471010092011,577.0,0.27,71,3,100,1000
0.06,16,fixedK40,0,1,1,80,186,0.17427306861662145,40.0,40.0,nan,nan,nan,nan,0.6433333333333333,77,3,100,1000
0.06,16,unified_a001,1,1,0,156,-1,0.22674166597334383,46.166666666666664,85.0,1.0,20.921077202868616,69.56684696433022,577.0,0.5433333333333333,163,0,100,1000
0.06,17,fixedK40,1,1,0,215,-1,0.19831264387003103,40.0,40.0,nan,nan,nan,nan,0.45,104,3,100,1000
0.06,17,unified_a001,1,1,0,295,-1,0.1587849676533612,40.93333333333333,70.0,1.0,31.01472340380668,78.94544981929661,577.0,0.08,24,0,100,1000
0.06,18,fixedK40,1,1,0,67,-1,0.17003591691337835,40.0,40.0,nan,nan,nan,nan,0.8333333333333334,181,1,100,1000
0.06,18,unified_a001,0,1,1,64,224,0.17103128391005157,46.75,85.0,1.0,19.58445701580735,69.02436546562431,577.0,0.56,166,2,100,1000
0.06,19,fixedK40,0,1,1,183,237,0.10559921579998748,40.0,40.0,nan,nan,nan,nan,0.26666666666666666,64,2,100,1000
0.06,19,unified_a001,0,1,1,185,238,0.11644776445329019,43.45,75.0,1.0,25.269049975774006,72.66122970421132,577.0,0.31666666666666665,64,3,100,1000
0.06,20,fixedK40,1,1,0,75,-1,0.12612282850668635,40.0,40.0,nan,nan,nan,nan,0.8133333333333334,244,0,100,1000
0.06,20,unified_a001,1,1,0,123,-1,0.13161380279330842,49.55,75.0,1.0,19.63369916375345,65.02752801405276,577.0,0.6833333333333333,196,1,100,1000
0.06,21,fixedK40,1,1,0,74,-1,0.10685763793000054,40.0,40.0,nan,nan,nan,nan,0.8166666666666667,245,0,100,1000
0.06,21,unified_a001,1,1,0,113,-1,0.11854131386334606,47.43333333333333,80.0,1.0,19.702351949706486,67.96920216144781,577.0,0.63,183,2,100,1000
0.06,22,fixedK40,1,1,0,56,-1,0.1111476198733241,40.0,40.0,nan,nan,nan,nan,0.83,249,1,100,1000
0.06,22,unified_a001,1,1,0,85,-1,0.1321690455233329,50.96666666666667,80.0,1.0,14.758868597006273,61.106943349247665,577.0,0.8033333333333333,234,1,100,1000
0.06,23,fixedK40,0,1,1,67,159,0.10034171905004162,40.0,40.0,nan,nan,nan,nan,0.44666666666666666,104,3,100,1000
0.06,23,unified_a001,0,1,1,62,127,0.10976122929995351,44.5,85.0,1.0,24.828138650208196,71.38232130148177,577.0,0.3933333333333333,77,4,100,1000
0.06,24,fixedK40,1,1,0,123,-1,0.10907456444656419,40.0,40.0,nan,nan,nan,nan,0.6866666666666666,196,1,100,1000
0.06,24,unified_a001,0,1,1,102,114,0.11321198587331915,40.75,75.0,1.0,30.014817556141935,78.53272633583042,577.0,0.1,21,2,100,1000
0.06,25,fixedK40,0,1,1,55,109,0.17513795349663874,40.0,40.0,nan,nan,nan,nan,0.6433333333333333,119,3,100,1000
0.06,25,unified_a001,0,1,1,64,139,0.1698017974899873,45.75,90.0,1.0,17.17958678280482,66.46650640138193,577.0,0.6433333333333333,85,3,100,1000
0.06,26,fixedK40,0,1,1,169,191,0.11760196151665392,40.0,40.0,nan,nan,nan,nan,0.32666666666666666,52,5,100,1000
0.06,26,unified_a001,0,1,1,85,175,0.1332268801814167,46.88053097345133,75.0,1.0,23.095549176519082,68.38032130695534,577.0,0.48672566371681414,97,3,100,1000
0.06,27,fixedK40,0,1,1,55,246,0.1277311100199707,40.0,40.0,nan,nan,nan,nan,0.71,164,2,100,1000
0.06,27,unified_a001,0,1,1,52,158,0.12505907194662844,44.15,75.0,1.0,24.22478499986671,70.63419562636447,577.0,0.37333333333333335,112,1,100,1000
0.06,28,fixedK40,1,1,0,54,-1,0.12736805820338,40.0,40.0,nan,nan,nan,nan,0.8833333333333333,265,0,100,1000
0.06,28,unified_a001,0,1,1,66,225,0.13141072168331447,45.13333333333333,85.0,1.0,19.07497369094226,68.81191554452359,577.0,0.5666666666666667,170,1,100,1000
0.06,29,fixedK40,1,1,0,114,-1,0.1241228870699888,40.0,40.0,nan,nan,nan,nan,0.6833333333333333,205,0,100,1000
0.06,29,unified_a001,1,1,0,66,-1,0.14857310094664475,50.45,85.0,1.0,10.976196402676868,62.855551690891986,577.0,0.8433333333333334,253,0,100,1000
0.06,30,fixedK40,0,1,1,57,191,0.1241821049800213,40.0,40.0,nan,nan,nan,nan,0.55,145,2,100,1000
0.06,30,unified_a001,1,1,0,54,-1,0.15105518459002268,49.45,75.0,1.0,11.12125576181955,62.610814360796645,577.0,0.8833333333333333,265,0,100,1000
0.06,31,fixedK40,1,1,0,251,-1,0.1201361066432158,40.0,40.0,nan,nan,nan,nan,0.3333333333333333,68,3,100,1000
0.06,31,unified_a001,0,1,1,70,215,0.14255663637328933,46.5,80.0,1.0,16.275828475044023,65.58758233888913,577.0,0.6133333333333333,153,2,100,1000
0.06,32,fixedK40,0,1,1,78,90,0.12671475392332165,40.0,40.0,nan,nan,nan,nan,0.6333333333333333,167,1,100,1000
0.06,32,unified_a001,0,1,1,53,222,0.1389741248466756,45.35,85.0,1.0,16.277563214190195,66.56442882018605,577.0,0.64,176,3,100,1000
0.06,33,fixedK40,1,1,0,70,-1,0.14067365820673028,40.0,40.0,nan,nan,nan,nan,0.7266666666666667,218,1,100,1000
0.06,33,unified_a001,0,1,1,58,77,0.169168840933368,48.06666666666667,80.0,1.0,16.964926258140768,65.43187174063436,577.0,0.6733333333333333,171,1,100,1000
0.06,34,fixedK40,1,1,0,190,-1,0.1167921069500638,40.0,40.0,nan,nan,nan,nan,0.36333333333333334,63,5,100,1000
0.06,34,unified_a001,0,1,1,62,170,0.13306586359332262,47.06666666666667,80.0,1.0,16.75267574307463,64.65599220483814,577.0,0.6533333333333333,118,1,100,1000
0.06,35,fixedK40,1,1,0,75,-1,0.11198072608995668,40.0,40.0,nan,nan,nan,nan,0.8133333333333334,244,0,100,1000
0.06,35,unified_a001,0,1,1,60,167,0.1168934470932921,44.083333333333336,80.0,1.0,23.14980057569531,69.68560733451478,577.0,0.43333333333333335,97,2,100,1000
0.06,36,fixedK40,1,1,0,80,-1,0.1189691494666719,40.0,40.0,nan,nan,nan,nan,0.8266666666666667,197,2,100,1000
0.06,36,unified_a001,0,1,1,68,258,0.1223357947233914,47.06666666666667,90.0,1.0,15.014210782550505,66.56745171953536,577.0,0.71,203,2,100,1000
0.06,37,fixedK40,1,1,0,61,-1,0.11282906983668606,40.0,40.0,nan,nan,nan,nan,0.86,258,0,100,1000
0.06,37,unified_a001,1,1,0,64,-1,0.12460468278013044,47.96666666666667,75.0,1.0,12.601897125224628,63.66383023716815,577.0,0.8066666666666666,242,1,100,1000
0.06,38,fixedK40,0,1,1,56,189,0.11541864195682137,40.0,40.0,nan,nan,nan,nan,0.7066666666666667,145,2,100,1000
0.06,38,unified_a001,0,1,1,76,116,0.10605096464895947,42.62264150943396,75.0,1.0,27.51840636872085,71.57562893677738,577.0,0.2943396226415094,43,3,100,1000
0.06,39,fixedK40,0,1,1,68,91,0.09257306441325151,40.0,40.0,nan,nan,nan,nan,0.15333333333333332,32,2,100,1000
0.06,39,unified_a001,0,1,1,67,92,0.10884855182003472,43.86666666666667,80.0,1.0,26.78438603639125,72.15905870755803,577.0,0.31,62,2,100,1000
0.06,40,fixedK40,0,1,1,74,162,0.1100533915698179,40.0,40.0,nan,nan,nan,nan,0.57,99,1,100,1000
0.06,40,unified_a001,0,0,0,300,-1,0.10554515886755292,41.886792452830186,70.0,1.0,27.74650875090738,70.6815549594151,577.0,0.2641509433962264,14,1,100,1000
0.06,41,fixedK40,0,1,1,93,263,0.11136411512331203,40.0,40.0,nan,nan,nan,nan,0.6266666666666667,183,2,100,1000
0.06,41,unified_a001,1,1,0,51,-1,0.11591010440651399,41.97802197802198,75.0,1.0,23.62965980042253,70.7985995005017,577.0,0.5604395604395604,30,2,100,1000
0.06,42,fixedK40,1,1,0,66,-1,0.11192091100998368,40.0,40.0,nan,nan,nan,nan,0.8433333333333334,253,0,100,1000
0.06,42,unified_a001,0,0,0,300,-1,0.10008121945336218,40.71666666666667,75.0,1.0,31.13632835598563,75.98052764206322,577.0,0.12666666666666668,18,3,100,1000
0.06,43,fixedK40,0,1,1,100,233,0.10298319859664237,40.0,40.0,nan,nan,nan,nan,0.5566666666666666,140,1,100,1000
0.06,43,unified_a001,0,1,1,95,110,0.10533334986674163,42.2,75.0,1.0,28.38045843308079,74.4885510195811,577.0,0.24,25,5,100,1000
0.06,44,fixedK40,1,1,0,57,-1,0.107735217356676,40.0,40.0,nan,nan,nan,nan,0.8733333333333333,262,0,100,1000
0.06,44,unified_a001,0,1,1,75,189,0.12463777949343542,49.4,80.0,1.0,19.842471771410885,66.14432462545305,577.0,0.55,120,2,100,1000
0.06,45,fixedK40,1,1,0,82,-1,0.1160674159932872,40.0,40.0,nan,nan,nan,nan,0.7766666666666666,147,3,100,1000
0.06,45,unified_a001,0,0,0,300,-1,0.11640803419974294,47.54545454545455,75.0,1.0,25.784600578694118,71.0730310239507,577.0,0.32727272727272727,18,1,100,1000
0.06,46,fixedK40,1,1,0,72,-1,0.11468721040330516,40.0,40.0,nan,nan,nan,nan,0.85,246,2,100,1000
0.06,46,unified_a001,0,1,1,50,269,0.12837731262000793,49.766666666666666,95.0,1.0,14.351298658823362,65.08488611934746,577.0,0.7566666666666667,227,1,100,1000
0.06,47,fixedK40,0,1,1,73,114,0.10388906012993782,40.0,40.0,nan,nan,nan,nan,0.38666666666666666,48,5,100,1000
0.06,47,unified_a001,0,1,1,56,128,0.1293332093332962,49.7,90.0,1.0,17.221862465040605,63.99737529099132,577.0,0.7133333333333334,131,1,100,1000
0.06,48,fixedK40,1,1,0,136,-1,0.10643056108646609,40.0,40.0,nan,nan,nan,nan,0.6866666666666666,183,2,100,1000
0.06,48,unified_a001,0,1,1,255,271,0.10136611320993931,42.55,75.0,1.0,28.538486285170723,74.01619984752298,577.0,0.23666666666666666,26,4,100,1000
0.06,49,fixedK40,1,1,0,256,-1,0.10782123028327381,40.0,40.0,nan,nan,nan,nan,0.27,63,1,100,1000
0.06,49,unified_a001,0,1,1,66,80,0.1229089594567995,45.86666666666667,85.0,1.0,19.190698516343158,67.22609595762079,577.0,0.5433333333333333,134,2,100,1000
0.07,0,fixedK40,0,1,1,77,162,0.10544230986005762,40.0,40.0,nan,nan,nan,nan,0.5266666666666666,87,2,100,1000
0.07,0,unified_a001,1,1,0,65,-1,0.12959696846005198,48.916666666666664,80.0,1.0,14.001688125782412,60.93215603028384,577.0,0.8466666666666667,254,0,100,1000
0.07,1,fixedK40,0,1,1,55,73,0.10589804191668616,40.0,40.0,nan,nan,nan,nan,0.4866666666666667,99,4,100,1000
0.07,1,unified_a001,0,0,0,300,-1,0.08876387022780674,40.949367088607595,75.0,1.0,32.07701659620356,80.10263441699854,577.0,0.12658227848101267,10,1,100,1000
0.07,2,fixedK40,0,1,1,55,176,0.1086241813867673,40.0,40.0,nan,nan,nan,nan,0.6233333333333333,125,3,100,1000
0.07,2,unified_a001,1,1,0,63,-1,0.1431183790066037,51.03333333333333,85.0,1.0,12.32282454455574,61.273046573243455,577.0,0.8433333333333334,141,1,100,1000
0.07,3,fixedK40,0,1,1,56,64,0.09710863831650689,40.0,40.0,nan,nan,nan,nan,0.2866666666666667,66,2,100,1000
0.07,3,unified_a001,0,1,1,54,119,0.11624234552662528,45.93333333333333,75.0,1.0,18.58418889421961,67.05011268228156,577.0,0.62,109,1,100,1000
0.07,4,fixedK40,0,1,1,95,117,0.10059560901570791,40.0,40.0,nan,nan,nan,nan,0.3036649214659686,23,5,100,1000
0.07,4,unified_a001,1,1,0,259,-1,0.10706941138340577,42.25,85.0,1.0,27.476189147928295,73.82262695709443,577.0,0.30333333333333334,56,4,100,1000
0.07,5,fixedK40,0,1,1,71,88,0.10981909486329339,40.0,40.0,nan,nan,nan,nan,0.51,98,3,100,1000
0.07,5,unified_a001,0,1,1,221,272,0.10943051387993667,42.35,75.0,1.0,29.334670808684095,75.60639672195376,577.0,0.20666666666666667,57,2,100,1000
0.07,6,fixedK40,0,1,1,132,161,0.10846437054324876,40.0,40.0,nan,nan,nan,nan,0.3433333333333333,40,3,100,1000
0.07,6,unified_a001,0,1,1,162,179,0.10927154261681911,41.333333333333336,85.0,1.0,28.146484073696477,74.14202626024846,577.0,0.21,28,4,100,1000
0.07,7,fixedK40,0,0,0,300,-1,0.09239939069340229,40.0,40.0,nan,nan,nan,nan,0.08,12,2,100,1000
0.07,7,unified_a001,0,1,1,67,93,0.10022845080324866,41.21666666666667,75.0,1.0,30.055964738303434,75.89997158844926,577.0,0.15333333333333332,38,2,100,1000
0.07,8,fixedK40,0,1,1,147,152,0.09369472052675216,40.0,40.0,nan,nan,nan,nan,0.07,21,1,100,1000
0.07,8,unified_a001,0,0,0,300,-1,0.09488777002525815,40.379746835443036,65.0,1.0,41.05922228725892,85.17626942797915,577.0,0.08860759493670886,5,2,100,1000
0.07,9,fixedK40,1,1,0,57,-1,0.11734201611330111,40.0,40.0,nan,nan,nan,nan,0.78,194,3,100,1000
0.07,9,unified_a001,0,1,1,55,207,0.12087175654328651,46.45,80.0,1.0,18.9219851180531,69.47105695145395,577.0,0.5333333333333333,160,1,100,1000
0.07,10,fixedK40,0,1,1,54,170,0.10678052731675658,40.0,40.0,nan,nan,nan,nan,0.42333333333333334,115,3,100,1000
0.07,10,unified_a001,0,1,1,55,193,0.10842281513661874,46.45,95.0,1.0,18.813217456100528,68.20016542683705,577.0,0.5466666666666666,150,2,100,1000
0.07,11,fixedK40,1,1,0,77,-1,0.10226094638327292,40.0,40.0,nan,nan,nan,nan,0.8066666666666666,242,0,100,1000
0.07,11,unified_a001,1,1,0,53,-1,0.12751679790661,52.53333333333333,95.0,1.0,10.80048176695776,61.915766776762126,577.0,0.8866666666666667,266,0,100,1000
0.07,12,fixedK40,0,1,1,138,159,0.08731816115003312,40.0,40.0,nan,nan,nan,nan,0.19,33,2,100,1000
0.07,12,unified_a001,0,1,1,73,80,0.10154196095331523,43.68333333333333,80.0,1.0,25.708238591473187,71.5696322292069,577.0,0.3433333333333333,73,3,100,1000
0.07,13,fixedK40,0,1,1,67,119,0.09165159922009479,40.0,40.0,nan,nan,nan,nan,0.2733333333333333,60,3,100,1000
0.07,13,unified_a001,1,1,0,65,-1,0.12060836399670127,50.31666666666667,85.0,1.0,16.01670978721051,62.35162108406599,577.0,0.8466666666666667,254,0,100,1000
0.07,14,fixedK40,0,1,1,56,197,0.09831384929343281,40.0,40.0,nan,nan,nan,nan,0.51,153,1,100,1000
0.07,14,unified_a001,1,1,0,79,-1,0.12225160593995194,50.5,85.0,1.0,16.285645486184436,62.25108069423639,577.0,0.8133333333333334,240,1,100,1000
0.07,15,fixedK40,0,1,1,68,212,0.10094501554332964,40.0,40.0,nan,nan,nan,nan,0.62,94,4,100,1000
0.07,15,unified_a001,0,1,1,63,203,0.10292164013342699,44.28333333333333,85.0,1.0,21.359467868397452,70.30052855856829,577.0,0.49666666666666665,102,4,100,1000
0.07,16,fixedK40,0,1,1,135,241,0.09447737041657092,40.0,40.0,nan,nan,nan,nan,0.38666666666666666,101,2,100,1000
0.07,16,unified_a001,0,1,1,71,111,0.09353565656462501,42.41935483870968,75.0,1.0,28.95249932227503,74.31488130258906,577.0,0.31451612903225806,50,4,100,1000
0.07,17,fixedK40,0,1,1,63,70,0.0992263345533623,40.0,40.0,nan,nan,nan,nan,0.6866666666666666,185,1,100,1000
0.07,17,unified_a001,0,1,1,178,213,0.08545576944682882,40.916666666666664,75.0,1.0,29.906300127961778,73.42339005877871,577.0,0.2,23,4,100,1000
0.07,18,fixedK40,0,1,1,69,103,0.09145279262992213,40.0,40.0,nan,nan,nan,nan,0.38333333333333336,63,4,100,1000
0.07,18,unified_a001,0,1,1,118,206,0.10085965393328176,45.516666666666666,85.0,1.0,21.61429301471984,68.25663158956853,577.0,0.4533333333333333,99,3,100,1000
0.07,19,fixedK40,0,1,1,82,98,0.09612847778014838,40.0,40.0,nan,nan,nan,nan,0.6066666666666667,148,3,100,1000
0.07,19,unified_a001,0,0,0,300,-1,0.07509549306253878,42.5,75.0,1.0,32.37936090775157,77.12669836402732,577.0,0.10416666666666667,5,1,100,1000
0.07,20,fixedK40,1,1,0,152,-1,0.09499972289985938,40.0,40.0,nan,nan,nan,nan,0.65,167,2,100,1000
0.07,20,unified_a001,0,1,1,62,116,0.10095055295993613,44.333333333333336,75.0,1.0,22.4010702361358,69.16076142094661,577.0,0.49,75,4,100,1000
0.07,21,fixedK40,1,1,0,286,-1,0.0867286553100348,40.0,40.0,nan,nan,nan,nan,0.2,33,3,100,1000
0.07,21,unified_a001,1,1,0,184,-1,0.0971999369565674,45.55,80.0,1.0,22.872984368189968,69.21766376626456,577.0,0.49,135,1,100,1000
