K,sigma_mk_min_median,sigma_mk_min_p10,sigma_mk_min_p90,sigma_mk_min_min,sigma_mk_min_max,cost_median,cost_p10,cost_p90,cost_min,cost_max,solve_mean_median,solve_mean_p10,solve_mean_p90,solve_mean_min,solve_mean_max,K_opt_mean_median,K_opt_mean_p10,K_opt_mean_p90,K_opt_mean_min,K_opt_mean_max,rmse_median,rmse_p10,rmse_p90,rmse_min,rmse_max,ISE_median,ISE_p10,ISE_p90,ISE_min,ISE_max,IAE_median,IAE_p10,IAE_p90,IAE_min,IAE_max,slack_max_median,slack_max_p10,slack_max_p90,slack_max_min,slack_max_max,solver_opt_rate_median,solver_opt_rate_p10,solver_opt_rate_p90,solver_opt_rate_min,solver_opt_rate_max
15,0.22202429501261553,0.21736208655670003,0.22339922661665912,0.21617976284347257,0.22379788160218098,0.2856948031883541,0.24596285747458427,0.4223286275488388,0.22057572076093887,0.46526744090697153,69.23269199440256,65.13171879807487,72.65976559836417,64.7161710029468,74.55855099717155,15.0,15.0,15.0,15.0,15.0,0.18134131884193944,0.1632027133394317,0.22236922240082854,0.15346172740512684,0.23422211764643527,3.506014256807847e-05,3.059622339379725e-05,4.3776565117977535e-05,2.838867976097972e-05,4.616339560276579e-05,4.75892945405019e-05,3.904501847480171e-05,5.691982240465353e-05,3.604255548507815e-05,5.9204645778184024e-05,10.982611337759987,7.6061743015179335,12.130735006562512,6.583723348376362,12.646431148494539,0.88,0.854,0.889,0.85,0.895
20,0.18573013002770888,0.1786442279676244,0.19045857284849324,0.17846824033646994,0.1914314863006343,0.1564293810986276,0.14274204012135167,0.1877754608694724,0.13415897122325518,0.1889150734466135,69.71390600316226,65.9311386893969,77.09024179796688,64.65153448400088,79.45621199323796,20.0,20.0,20.0,20.0,20.0,0.1275870447265092,0.122820825448791,0.1412630274882314,0.11973136335059652,0.14141760532643638,2.42118169723223e-05,2.3762630055554415e-05,2.7247705805089343e-05,2.3630099274399745e-05,2.748089200293263e-05,3.06243072224506e-05,3.0225916652103814e-05,3.397043869008186e-05,3.0225485306070076e-05,3.4969367751640396e-05,5.061377194288292,3.970438675013886,8.04883804851405,3.7475567743378533,9.640730223882578,0.97,0.962,0.991,0.96,0.995
25,0.14403163587485132,0.13805510990840608,0.14943178882193153,0.13536768408887093,0.14984265115235362,0.14224603077955503,0.10644709329940374,0.15232825650080167,0.09989255083050493,0.15841457370155615,74.90092849708162,74.72151380148716,85.29827038594522,74.60317199700512,85.82590998499654,25.0,25.0,25.0,25.0,25.0,0.10967902624004697,0.0989961238306756,0.12559142458979242,0.09412265537386212,0.12949039726959985,2.0437247915705242e-05,1.834366345530172e-05,2.29190278791993e-05,1.7182982018653426e-05,2.4403019019764957e-05,2.581302570189584e-05,2.3560044032544837e-05,2.8697888248672704e-05,2.2228968403342523e-05,3.018276796018794e-05,2.7338191531149736,2.009134196921136,3.45698029364357,1.712292088644502,3.496664612222259,1.0,0.989,1.0,0.985,1.0
30,0.10675942321131798,0.102704919911013,0.10869759140459209,0.10029094176306726,0.10982789754252119,0.05650446942797351,0.04489261819350468,0.12627616341050757,0.037606310390634674,0.1725648082253976,98.50136199966073,96.15974410600029,101.53745740861632,95.09538750746287,103.17128600436263,30.0,30.0,30.0,30.0,30.0,0.0752539867996985,0.06629761569084751,0.11403220518378468,0.062214921725756205,0.13701418138683674,1.2471357992507913e-05,1.0614950486373348e-05,1.7682623456169874e-05,9.466139374337443e-06,2.074655861642749e-05,1.6083060863245062e-05,1.3726685054314762e-05,2.2476466191864537e-05,1.2381486345437076e-05,2.5756233695523947e-05,0.06653932201272096,0.02539730521002053,1.4290530693063854,0.007840197750230935,2.333463641432977,0.99,0.987,0.99,0.985,0.99
35,0.06861343535387926,0.06188812519028982,0.07280786554139873,0.0596388608010552,0.07312909888729942,0.05484877034290553,0.02776264888598211,0.06796118543933045,0.026905860182607745,0.06902699538861323,119.1848169977311,114.63036460592411,122.39029199583456,114.40360501292162,123.87293199077249,35.0,35.0,35.0,35.0,35.0,0.07814993858268127,0.05441156072804539,0.0858427116070403,0.052901549576970165,0.08588501045202318,1.1130473470642269e-05,7.732693388216545e-06,1.402943611865882e-05,7.5438121812928825e-06,1.4537442726624656e-05,1.4106950595008235e-05,1.0177918421296724e-05,1.8130937791689597e-05,9.873257022269077e-06,1.900945027288237e-05,0.012846960901033832,0.0039379301776586075,0.02068433350293205,0.0028031340426758274,0.021756519195246706,0.99,0.973,0.998,0.965,1.0
40,0.07762958267866561,0.07552342719834187,0.08374509003883372,0.0748694176185085,0.08485124226199008,0.043854455877353565,0.031710716025074,0.07478870137806444,0.029331491447017917,0.08577930673115028,122.43229351239279,112.90633439435624,132.1252905970905,110.25126199121587,132.22138299723156,40.0,40.0,40.0,40.0,40.0,0.06966703200796438,0.059418338423257736,0.09144492889408537,0.05679647907094792,0.09922602647265276,9.822358441852463e-06,8.063198872584623e-06,1.48206875854413e-05,7.349691736228644e-06,1.6868489515759547e-05,1.2401778300580255e-05,1.0875931952073066e-05,1.860269045412572e-05,9.924994238785287e-06,2.0980387443684255e-05,0.002616456868220233,0.0015966543008237993,0.005749211920957258,0.0010394881425396614,0.006725484459521765,0.995,0.972,0.998,0.97,1.0
45,0.09327677888894674,0.09030204727645566,0.09665034596335312,0.09026511533525766,0.09784399890268972,0.029770250334797733,0.028897442265267175,0.03249571011665465,0.02835931144196814,0.034046737494808965,141.00245049688965,132.6182232995052,144.78021269966848,130.37570649874397,145.71688549709506,45.0,45.0,45.0,45.0,45.0,0.05809735101743718,0.056462289088368756,0.060128099291649244,0.0558866893614987,0.061436158281610996,7.702467171634358e-06,7.328737374544844e-06,8.092402521661822e-06,7.128704472988691e-06,8.312240028954823e-06,1.0375224970758283e-05,9.786293476622621e-06,1.0877597497228187e-05,9.48463534013592e-06,1.1196081573184537e-05,0.0016878196003289603,0.0013221009786168012,0.00246692898227905,0.0011956957058683988,0.002672879044764137,0.975,0.972,0.993,0.97,0.995
50,0.11191136640233842,0.10406625655565539,0.11295006551288167,0.10245337766778947,0.11356968729413869,0.03970759327696406,0.03114753125166298,0.053654787348771646,0.02919497269227085,0.06019442728979311,150.73292200802825,136.73277220735326,151.66358570172451,131.41013300511986,152.05422350554727,50.0,50.0,50.0,50.0,50.0,0.06691360975476396,0.05934738861938549,0.07862265150917115,0.05715907379088421,0.0837109080127263,9.354142747153406e-06,7.993044076870388e-06,1.2057978811637536e-05,7.628237986412239e-06,1.3143503350327438e-05,1.2652330874778424e-05,1.0710982963502058e-05,1.627385664710547e-05,1.0248862057779226e-05,1.7761612182829713e-05,0.0032874321430956177,0.0026917846971679866,0.005319883994281365,0.0025976547799438504,0.005667359083781298,0.98,0.977,0.988,0.975,0.99
55,0.1214979380844242,0.11678706597883211,0.12789677455942278,0.1157932128410352,0.13071758457348476,0.03988831333883981,0.035360583654870964,0.0497040792050413,0.0352492046419104,0.05084039995406316,146.5129150019493,144.57262510061264,148.92624530335888,143.48277049837634,149.93176550371572,55.0,55.0,55.0,55.0,55.0,0.0677436385154151,0.06326139778641532,0.0755807441849253,0.0632290686709202,0.07644814230843458,9.806429260810024e-06,8.780289551472997e-06,1.1205856487629226e-05,8.671426603670921e-06,1.1223527342497885e-05,1.3260030914837393e-05,1.1834112680969802e-05,1.5123307471540334e-05,1.1653668447542444e-05,1.5191901764742769e-05,0.0025709905385211985,0.0017826948540102107,0.0046904678206378,0.0014684400441894799,0.005095667496402419,0.985,0.974,0.993,0.97,0.995
